name,time,commt,,
ABC News,15-Mar,"NEW: Pres. Biden will travel to Brussels next week to attend the NATO leaders summit addressing the Russian invasion of Ukraine, White House press secretary Jen Psaki says.",1,
ABC News,15-Mar,"Women and girls pay the highest price in all crises and conflicts from Myanmar and Afghanistan to the Sahel and Haiti, and “the horrifying war in Ukraine now joins that list,” the head of the U.N. women’s agency says.",0,
ABC News,15-Mar,"EXCLUSIVE: Olena Zelenska, the first lady of Ukraine, speaks out to ",0,
ABC News,15-Mar,Here's what you need to know about the laws of war pertaining to civilians:,0,
ABC News,15-Mar,"Fox News cameraman Pierre Zakrzewski has been killed in Ukraine, according to the network. https://abcn.ws/3ujd7AL",0,
ABC News,15-Mar,"“Our thoughts, our prayers are with his family, with the entire community as well,” White House press sec. Jen Psaki says after Fox News announces cameraman Pierre Zakrzewski was killed while newsgathering in Ukraine. http://abcn.ws/3IhKqZE",0,
ABC News,16-Mar,"Pres. Biden authorizes additional $800 million in new U.S. security assistance to Ukraine, bringing total cost this week to $1 billion. ABC News' ",1,
ABC News,16-Mar,"Saudi Arabia's human rights record may be overlooked over need for cheap oil, groups say.",2,
ABC News,16-Mar,"In virtual address to U.S. Congress, Ukrainian Pres. Zelenskyy asks for more aircraft to defend against Russia: “I have a dream—these words are known to each of you. Today I can say, I have a need. I need to protect our sky.” https://abcn.ws/3qbc6ZX",0,
ABC News,16-Mar,"Ukrainian Pres. Volodymyr Zelenskyy is set to deliver a historic, virtual address to Congress to plead with the U.S. to do more to help stop Russia's invasion of Ukraine.",0,
ABC News,16-Mar,"Pres. Biden details $350 million in additional aid to Ukraine, including:",1,
ABC News,16-Mar,"Ukrainian Pres. Zelenskyy cites Mount Rushmore during virtual address to Congress, saying it honors U.S. foundation of “democracy, independence, freedom and care for everyone.”",0,
ABC News,16-Mar,Pres. Biden is expected to detail how much military aid the U.S. is already providing—or will provide—to Ukraine.,0,
ABC News,15-Mar,What to know about civilians in war amid Ukraine conflict:,0,
ABC News,16-Mar,"""We hear the sound of bombs falling around Kyiv.""",0,
ABC News,16-Mar,"BREAKING: Pres. Biden calls Russian President Vladimir Putin a ""war criminal.""",0,
ABC News,16-Mar,"BREAKING: Pres. Biden calls Russian Pres. Vladimir Putin a "" war criminal."" https://abcn.ws/3KUzinv",0,
ABC News,15-Mar,"Demonstrators marched through the streets of Kherson, Ukraine, to protest against Russian attacks on Ukraine and the presence of Russian forces in the city. https://abcn.ws/3CLWtNQ",0,
ABC News,16-Mar,BREAKING: Pres. Biden announces an additional $800 million in military assistance as part of the $13.6 billion aid package for Ukraine.,1,
ABC News,16-Mar,"After Pres. Biden says he thinks Russian Pres. Putin is a “war criminal,” White House press sec. Jen Psaki notes legal process for designation is underway at State Department.",0,
ABC News,16-Mar,"MORE: In addition to that $350m round in military assistance given to Ukraine just after the war started, Pres. Biden went on to announce an additional $800m today, part of a cumulative $1b the U.S. has authorized this week.",1,
ABC News,16-Mar,"Ukrainian Pres. Zelenskyy speaks to U.S. Congress: ""Is that a lot to ask for—to create a no-fly zone over Ukraine, to save people? Is this too much to ask?""",0,
ABC News,16-Mar,"""The destiny of our country is being decided,"" Ukrainian Pres. Zelenskyy says in virtual address to Congress.",0,
ABC News,16-Mar,"Pres. Biden: ""At the request of Pres. Zelenskyy, we have identified and are helping Ukraine acquire additional longer-range anti-aircraft systems, and the munitions for those systems."" https://abcn.ws/3KUzinv",1,
ABC News,16-Mar,"""We started our assistance to Ukraine before this war began,"" Pres. Biden says.",0,
ABC News,16-Mar,Video released by Ukraine Emergency Service shows firefighters rescuing a cat from the rubble of a building following reported rocket strike in Kharkiv. The cat was given to a woman who said she'd care for it. https://abcn.ws/3w9icOf,0,
ABC News,16-Mar,"LATEST: More than half of the 3 million people who have fled Ukraine are children, according to UNICEF. https://abcn.ws/3JlkWvN",0,
ABC News,16-Mar,"Ukraine's emergency services responded to a fire that engulfed a market in Kharkiv, which they say followed strikes in the area.",0,
ABC News,16-Mar,Germany says it will seek to ensure refugees fleeing conflicts in Ukraine and elsewhere don’t become victims of crime in the wake of a reported rape case that triggered a public outcry.,0,
ABC News,16-Mar,The Council of Europe has expelled Russia from the continent’s foremost human rights body in an unprecedented move over its invasion of Ukraine.,0,
ABC News,16-Mar,"Russia's alleged deployment of the so-called ""vacuum bomb"" on Ukrainian forces prompted widespread backlash.",0,
ABC News,16-Mar,"Fox News correspondent Benjamin Hall, who was reporting in Ukraine when he was injured by incoming fire that killed two colleagues, is safe and out of the country, according to the network.",0,
ABC News,17-Mar,"Despite three weeks of Russian bombardment, Ukraine has kept up a stiff defense of its cities by using Turkish-made drones to carry out pop-up attacks on the invaders with a lethal effectiveness that has surprised Western military experts.",1,
ABC News,17-Mar,"""Saint Patrick's name is now Zelenskyy.""",0,
ABC News,16-Mar,"Hours after an emotional address to Congress by Ukrainian Pres. Zelenskyy, Pres. Biden announced the U.S. is increasing its supply of missiles, firearms, and now drones to Ukraine.",1,
ABC News,17-Mar,Pres. Joe Biden thanked Ireland Prime Minister Micheal Martin for taking in refugees from Ukraine amid the Russian invasion. https://abcn.ws/3Jk8bSj,0,
ABC News,17-Mar,Emotional moment in Moscow earlier this month as a mother taking part in an anti-war protest stopped to speak with ,0,
ABC News,17-Mar,"""It's pretty rich coming from a country whose actions are unforgivable in the eyes of the world,"" press sec. Jen Psaki says when asked about criticism from the Kremlin on Pres. Joe Biden calling Putin a war criminal.  https://abcn.ws/3J41yDx",0,
ABC News,17-Mar,"LATEST: Russia’s invasion of Ukraine has “largely stalled on all fronts,” the U.K. Ministry of Defense says. https://abcn.ws/3ImFtyK",0,
ABC News,17-Mar,"Speaker Nancy Pelosi: ""When the price of oil goes up, the price of gasoline goes up. When the price of oil goes down, the price of gasoline does not necessarily go down. This is not right. It's not fair."" https://abcn.ws/3u8TM4P",1,
ABC News,17-Mar,"JUST IN: A U.S. citizen was killed in Chernihiv in northern Ukraine, a State Department official confirmed to ",0,
ABC News,17-Mar,"The 100 unmanned systems heading to Ukraine are actually small ""Switchblade"" drones, a U.S. official told ",0,
ABC News,17-Mar,"REPORTER'S NOTEBOOK: The latest figures from the United Nations show over 3 million people have fled Ukraine since Russia invaded on Feb. 24. Poland has carried the weight of this displacement, as 1.8 million refugees went there. Via ",0,
ABC News,17-Mar,"At a Kyiv hospital, Ukrainian Pres. Volodymyr Zelenskyy shakes hands with a 16 year-old girl injured as she fled with her family amid Russia's ongoing invasion of Ukraine. https://abcn.ws/3Jm5kIy",0,
ABC News,17-Mar,"Americans angered by Russia’s war on Ukraine are taking it out on Russian businesses, brands or anything that sounds Russian.",1,
ABC News,17-Mar,A major effort to combat climate change — reducing methane emissions — is now underway as $1.15 billion flows to states to help close unused oil and gas wells that release pollution and greenhouse gases.,1,
ABC News,17-Mar,"Secretary of State Blinken said that he personally believes war crimes have been committed in Ukraine, a day after Pres. Biden labeled Russian Pres. Putin a ""war criminal"" for the first time since Putin launched his invasion.",0,
ABC News,18-Mar,"A mother looks on as nurses tend to her baby seconds after giving birth in the maternity ward while sirens announce air raids in Mykolaiv, Ukraine, earlier this week. ",0,
ABC News,18-Mar,"109 baby carriages are placed in Lviv, Ukraine, representing the deaths of Ukrainian children in the war. https://abcn.ws/3qgXkRJ",0,
ABC News,18-Mar,Russia’s request to freeze a FIFA ban on its soccer teams ahead of next week’s World Cup qualifying playoffs is dismissed.,0,
ABC News,18-Mar,"TikTok has become a source of information for millions. As the war in Ukraine unfolds, social media apps have given an intimate look at life for many. ",0,
ABC News,17-Mar,"Sec. of State Antony Blinken warns that Russian Pres. Vladimir Putin is ""not relenting"" in his invasion of Ukraine and ""may be growing more desperate."" https://abcn.ws/3ijJppE",0,
ABC News,18-Mar,"U.S. Ambassador Linda Thomas-Greenfield criticizes Russia ahead of UN Security Council meeting, saying its attempt ""to use this council to launder its disinformation...and justify its unprovoked and brutal attack on Ukraine"" is ""a well-worn playbook."" https://abcn.ws/3u8NiDl",0,
ABC News,18-Mar,Britain’s communications regulator revokes the license of the state-funded Russian broadcaster RT amid concern that its coverage of the war in Ukraine was biased. https://abcn.ws/34XD93O,0,
ABC News,17-Mar,"Dozens of Palestinian-Ukrainian families in the Gaza Strip have experienced several wars firsthand, and are now watching another unfold in Ukraine, where many of them have loved ones.",0,
ABC News,17-Mar,"Two weeks after Mila Kunis and Ashton Kutcher started a GoFundMe for Ukraine, the couple updated their followers on Instagram to say that their $30 million goal has been met.",0,
ABC News,18-Mar,"From Germany to Moldova to Israel, refugees from Ukraine join local Purim celebrations amid the Russian assault on their country. https://abcn.ws/3CRvz7l",0,
ABC News,18-Mar,"The U.S., Britain and other western countries are urging India to avoid buying Russian oil and gas.",1,
ABC News,18-Mar,"NEW: Russia’s lead negotiator in talks with Ukraine said the two sides have made the most progress on the question of Ukraine’s “neutral status” during the negotiations, but that “nuances” remain around issues of security guarantees.",2,
ABC News,18-Mar,"BREAKING: Pres. Biden ""described the implications and consequences if China provides material support to Russia as it conducts brutal attacks against Ukrainian cities and civilians"" in call with Chinese Pres. Xi, White House says. https://abcn.ws/3MZJRHF",0,
ABC News,18-Mar,"JUST IN: Russia's Foreign Minister Sergei Lavrov says that any foreign supplies to Ukraine containing military equipment will be considered ""legitimate targets"" for Russian strikes. https://abcn.ws/3D6EySl",0,
ABC News,18-Mar,"More than 3 million refugees have fled Ukraine, with over half moving to Poland, according to the United Nations.",0,
ABC News,18-Mar,Pope Francis is denouncing the “perverse abuse of power” on display in Russia’s war in Ukraine.,0,
ABC News,17-Mar,"Twenty-three people were killed and 26 others were wounded from shelling on a school and community center in Merefa, near Kharkiv in eastern Ukraine, according to the Kharkiv Region Prosecutor's Office. https://abcn.ws/36bn3nz",0,
ABC News,18-Mar,"JUST IN: In a high-stakes video call, Pres. Joe Biden and Chinese Pres. Xi Jinping spoke Friday morning for the first time since November amid concerns that China will help Russian President Vladimir Putin's ongoing invasion of Ukraine.",0,
ABC News,18-Mar,"LATEST: The Kremlin says Russian Pres. Vladimir Putin in a phone call with Germany’s leader Olaf Scholz accused Ukraine of “seeking to drag out” negotiations with Russia to end the war by putting forward “new unrealistic proposals.""",1,
ABC News,18-Mar,"BREAKING OVERNIGHT: Russia's Foreign Minister Sergei Lavrov says that any foreign supplies to Ukraine containing military equipment will be considered ""legitimate targets"" for Russian strikes. https://abcn.ws/3qfXlFc",0,
ABC News,19-Mar,"""The blood is on your hands, too.""",0,
ABC News,19-Mar,"The Russia-Ukraine war is now on its fourth week. Ukrainian officials say their forces there are battling the Russians over the Azovstal steel plant, one of the biggest in Europe.",0,
ABC News,19-Mar,"Amid the Russia-Ukraine conflict, both sides pushing propaganda and social media platforms that are designed to elevate the most emotional and dramatic images, it's essential to be especially careful when verifying content from this war.",0,
ABC News,19-Mar,"""Yeah, he freed us from education.""",0,
ABC News,18-Mar,"The Biden administration is considering ways to fast-track bringing Ukrainian refugees to the U.S. amid the historic surge across Europe of Ukrainians fleeing Russia's war, according to U.S. officials.",0,
ABC News,18-Mar,Concerns in the U.S. over the wellbeing of Brittney Griner are growing as Russia extends the pre-trial detention of the WNBA star. The extension comes amid escalating tensions between the U.S. and Russia over the invasion of Ukraine.,0,
ABC News,19-Mar,Griner has been detained in Russia since mid-February on drug charges.,0,
ABC News,20-Mar,"NEW: Russia has given Ukrainian forces in the besieged city of Mariupol until Monday at 4 a.m. local time to surrender, according to reports.",0,
ABC News,20-Mar,White House press sec. Jen Psaki says “there are no plans” for Pres. Biden to travel into Ukraine during his Europe trip this week. https://abcn.ws/3trspDW,0,
ABC News,20-Mar,"EXCLUSIVE: Russian state TV editor, Marina Ovsyannikova, who protested Russia's invasion of Ukraine on the evening news broadcast tells ",0,
ABC News,19-Mar,Iranian missiles that struck northern Iraq earlier this week have laid to waste the sprawling mansion belonging to an Iraqi Kurdish oil tycoon near a U.S. consulate complex in the Iraqi city of Irbil.,0,
ABC News,20-Mar,"On rejecting France's offer for asylum, Russian state TV editor Marina Ovsyannikova tells ",0,
ABC News,19-Mar,Russia’s request to freeze a FIFA ban on its soccer teams ahead of the World Cup qualifying playoffs is dismissed.,0,
ABC News,20-Mar,"Hoping to restore at least some normalcy after fleeing the war in Ukraine, thousands of refugees waited in long lines in the Polish capital of Warsaw to receive local identification papers that will allow them to move on with their lives.",0,
ABC News,20-Mar,Sen. Dick Durbin defended the Biden administration's decision to not facilitate the delivery of MiG-29 fighter jets to Ukraine from Poland on Sunday.,0,
ABC News,20-Mar,"""It's Putin's war, not [the] Russian people's war,"" Russian journalist Marina Ovsyannikova said on ",0,
ABC News,21-Mar,Pope Francis made a strong anti-war statement as the Russian invasion of Ukraine entered its 26th day.,0,
ABC News,21-Mar,"NEW: Pres. Biden spoke with European leaders on Ukraine, White House says.",0,
ABC News,21-Mar,"In his address to Ukraine on Monday, Pres. Zelenskyy acknowledged the ""heroes emerging among the millions"" of ""ordinary Ukrainians"" and urged the public to continue to stand up.",0,
ABC News,20-Mar,Ukraine rejects Russian demand for surrender in Mariupol,0,
ABC News,21-Mar," Ukraine's Yana Hladiychuk wears a message on her face reading ""Stop War"" in support of Ukraine during the women's pole vault final at the World Athletics Indoor Championships in Belgrade, Serbia. https://abcn.ws/36jqCrQ",0,
ABC News,21-Mar,"Sec. Blinken delivers remarks on Ukraine at U.S. Holocaust Memorial Museum: “The Kremlin has tried to justify this war by falsely claiming that it's intervening to stop genocide, abusing the term that we reserve for the gravest atrocities.” https://abcn.ws/37Cw0Xq",0,
ABC News,21-Mar,LATEST: Ukrainian officials rejected Russia’s demand that they surrender the southern port city of Mariupol on Monday morning.,0,
ABC News,21-Mar,"96-year-old Boris Romantchenko, who survived multiple Nazi concentration camps, was killed in the Russian bombardment of Kharkiv, Ukraine's foreign minister said.",0,
ABC News,21-Mar,"NEW: Russian missiles are ""failing to launch"" as they are fired into Ukraine, senior U.S. defense official says.",0,
ABC News,21-Mar,"Amellia wore a traditional Ukrainian dress when she sang the anthem at the ""Together for Ukraine” concert in Lodz, Poland. https://abcn.ws/3ugdYSz",0,
ABC News,21-Mar,"Photo shows a destroyed shopping center in Kyiv, Ukraine, after a Russian airstrike. https://abcn.ws/3imKOM7",0,
ABC News,20-Mar,Asian shares fall after Wall St gain as markets eye Ukraine,0,
ABC News,20-Mar,The couple said their work will continue to help those affected by the war.,0,
ABC News,21-Mar," Egor, 5, comforts his mother Helen Yakubets who cries in a temporary shelter after fleeing from Chernihiv in Ukraine to Romania, following Russia's invasion of Ukraine. Her 18-year-old son and husband remain in Ukraine to fight. https://abcn.ws/3tqwTuD",0,
ABC News,22-Mar,Civilians making the dangerous escape from Ukraine’s embattled southern port of Mariupol describe fleeing through street-to-street gun battles and past unburied corpses as a steady Russian bombardment tries to pound the city into submission.,0,
ABC News,22-Mar,"In an address to Ukraine, Pres. Zelenskyy acknowledged the ""heroes emerging among the millions"" of ""ordinary Ukrainians"" and urged the public to continue to stand up.",0,
ABC News,22-Mar,"LATEST: More than 3.5 million people have been forced to flee Ukraine since Russian forces invaded on Feb. 24, according to the latest figures from the United Nations refugee agency.",0,
ABC News,21-Mar," Egor, 5, comforts his mother Helen Yakubets who cries in a temporary shelter after fleeing from Chernihiv in Ukraine to Romania, following Russia's invasion of Ukraine. Her 18-year-old son and husband remain in Ukraine to fight. https://abcn.ws/36e9hkd",0,
ABC News,22-Mar,"Journalists captured video of Russian soldiers firing gas at a crowd of protesters in central Kherson, Ukraine. https://abcn.ws/3JzpoXQ",0,
ABC News,22-Mar,"NEW: Dept. of State coordinates airlift of four Ukrainian children ""whose ongoing cancer treatment was disrupted by President Putin’s war of choice"" to St. Jude's Children’s Research Hospital for care in the U.S. https://abcn.ws/3qqfDny",0,
ABC News,22-Mar,"A two-month-old orphan boy, whom volunteers evacuated from the besieged city of Sumy, is seen at the Kyiv City Heart Center amid Russia's ongoing war against Ukraine. https://abcn.ws/3Irw353",0,
ABC News,22-Mar,“U.S. inflation is not going to be affected by a default in Russia. What is going to affect inflation in the U.S. are the sanctions with the overlay of supply chain issues.”,1,
ABC News,21-Mar,The couple says their work will continue to help those affected by the war.,0,
ABC News,22-Mar,"""To be clear, there was no time where you called President Bush or Secretary Rumsfeld a 'war criminal',"" Sen. Durbin says, referring to allegations Sen. Cornyn lodged against Judge Jackson.",0,
ABC News,22-Mar,Doctors in the countries that border Ukraine say that mental health is the most often reported medical problem among refugees. https://abcn.ws/3wshKuJ,0,
ABC News,22-Mar,"LATEST: For first time since Ukraine invasion began, Russia's combat capability has likely fallen below 90%, senior U.S. defense official says, adding there are no tangible indications of reinforcements being brought in from elsewhere in the country.",0,
ABC News,22-Mar,"FBI Director Christopher Wray said the agency is ""concerned' with the possibility of Russian cyberattacks against critical U.S. infrastructure in the wake of Russia's war with Ukraine.",0,
ABC News,21-Mar,"Pres. Biden confirmed that Russia has used a hypersonic missile in Ukraine, saying it’s “the only thing that they can get through with absolute certainty.”",0,
ABC News,22-Mar,A group of 40 Ukrainian children have started their first day of school in Berlin only weeks after fleeing the war at home.,0,
ABC News,23-Mar,Secretary of State Antony Blinken announces that State Dept. has made a formal assessment that Russian forces have committed war crimes in Ukraine.,0,
ABC News,23-Mar,"“Your nomination turned out to be a testing ground for conspiracy theories and culture war theories…I’m sorry that we have to go through this,” Senate Judiciary Committee chairman Dick Durbin tells Judge Jackson. https://abcn.ws/3twUGsS",0,
ABC News,23-Mar,"Senate Judiciary Committee chair Dick Durbin to Judge Ketanji Brown Jackson: “Your nomination turned out to be a testing ground for conspiracy theories and culture war theories…I’m sorry that we have to go through this."" https://abcn.ws/3L8TdyZ",0,
ABC News,23-Mar," A Ukrainian evacuee hugs a child in the train station in Przemysl, near the Polish-Ukrainian border. The UN says almost 3.6 million people have fled Ukraine since the Russian invasion, with more than two million of them heading to neighbouring Poland. https://abcn.ws/3tv9HLY",0,
ABC News,23-Mar,"LATEST: Ukraine’s lead negotiator says he believes the Russians are looking to make a deal, but warns Ukraine believes it's possible it may take months.",2,
ABC News,22-Mar,"While Russia’s attack on Ukraine has many serious humanitarian consequences, there are also financial ones.",0,
ABC News,23-Mar,LIVE UPDATES: The governor of Ukraine's Chernihiv region says Russian forces bombed and destroyed a bridge in the encircled city of Chernihiv.,0,
ABC News,23-Mar,"After nearly a month of fighting, some foreign policy and national security experts ABC News spoke to say it may be time for the NATO alliance to take on a more direct role in the Ukraine conflict.",1,
ABC News,23-Mar,Biden plans to depart for Europe as he tries to keep NATO allies and other European partners united against Russian President Vladimir Putin and his invasion of Ukraine.,1,
ABC News,23-Mar,Russian Olympic athletes who participated in a rally supporting President Vladimir Putin and the invasion of Ukraine are facing a backlash. https://abcn.ws/3wx5HfW,0,
ABC News,22-Mar,Doctors in the countries that border Ukraine say that mental health is the most often reported medical problem among refugees. https://abcn.ws/3quN8F9,0,
ABC News,23-Mar,"BREAKING: The State Department has made a formal assessment that Russian forces have committed war crimes in Ukraine, Secretary of State Antony Blinken announces.",0,
ABC News,23-Mar,Ukrainian leaders have accused Russia of seizing 15 rescue workers and drivers from a humanitarian convoy trying to get desperately needed aid into the bloodied city of Mariupol.,0,
ABC News,23-Mar,"""Our assessment is based on a careful review of available information from public and intelligence sources,"" Sec. Blinken says in statement after announcing ""U.S. government assesses that members of Russia's forces have committed war crimes in Ukraine."" https://abcn.ws/36kTeB2",0,
ABC News,22-Mar,Civilians making the dangerous escape from Ukraine’s embattled southern port of Mariupol describe fleeing through street-to-street gun battles and past unburied corpses.,0,
ABC News,23-Mar,"LATEST: Russia and Ukraine have agreed on nine humanitarian corridors to try to evacuate civilians trapped in embattled Ukrainian towns and cities, according to Ukrainian Deputy Prime Minister Iryna Vereshchuk.",0,
ABC News,24-Mar,"""This is something that the president is not backing down from. You heard him tell me outright, he does not want World War III. He has made it very clear American troops are not going to cross into Ukraine at all in this conflict,"" ",0,
ABC News,24-Mar,Mykhailo Podolyak said he believes the talks are legitimate from Russia.,0,
ABC News,24-Mar," A firefighter works at a residential district in Kyiv that was damaged by shelling, as Russia's invasion of Ukraine continues. https://abcn.ws/3Ne0lfk",0,
ABC News,24-Mar,"Russia plans to reopen its stock market for limited trading on Thursday, nearly one month after shares plunged and the exchange was shut down following the invasion of Ukraine.",0,
ABC News,24-Mar,BREAKING: Pres. Biden says he believes Russia should be removed from the G20. https://abcn.ws/3JCk8mA,1,
ABC News,24-Mar,"Ukraine's lead negotiator in peace talks with Russia has said he believes the negotiations with Moscow are ""absolutely real,"" but has warned it may take months to reach a deal to end the war. https://abcn.ws/3tAtZnj",2,
ABC News,24-Mar,"WNBA star Brittney Griner met with U.S. officials for the first time since being held in pre-trial detention in Russia for over a month, according to the U.S. State Department.",0,
ABC News,24-Mar,"NATO Sec. Gen. Stoltenberg: ""One month since the start of Russia's invasion of Ukraine, NATO's security environment has fundamentally changed for the long haul.""",0,
ABC News,24-Mar,"JUST IN: Pres. Biden announces the U.S. will welcome 100,000 Ukrainian refugees ""with a focus on reuniting families,"" and commit more than $1 billion in humanitarian assistance to Ukrainians affected by Russia's invasion. https://abcn.ws/3qzOT3R",0,
ABC News,24-Mar,Pres. Joe Biden took questions at a news conference at NATO headquarters in Brussels after meeting with European leaders on Russia's invasion of Ukraine.,0,
ABC News,23-Mar,"Senate Judiciary Committee chair Dick Durbin to Judge Ketanji Brown Jackson: “Your nomination turned out to be a testing ground for conspiracy theories and culture war theories…I’m sorry that we have to go through this."" https://abcn.ws/3quWL6U",0,
ABC News,23-Mar,"In a significant movement, Ukraine's military forces have pushed back Russian forces east of Kyiv to 55 kilometers from the city center, according to a senior defense official.",0,
ABC News,24-Mar,"NATO is estimating that 7,000 to 15,000 Russian soldiers have been killed in a month of fighting in Ukraine.",0,
ABC News,24-Mar,"Stunning photo shows a man walking near a burning warehouse in the suburbs of Kyiv, amid Russia's continued war on Ukraine.",0,
ABC News,23-Mar,Sec. of State Antony Blinken announced that the State Department has made a formal assessment that Russian forces have committed war crimes in Ukraine.,0,
ABC News,25-Mar,Asian stock markets were mixed Friday after Western governments promised new sanctions on Russia and President Vladimir Putin tried to prop up Moscow's sinking ruble by threatening to require Europe to use it to pay for gas exports.,0,
ABC News,25-Mar,Emergency workers in Ukraine carefully extracted an unexploded object embedded in a structure in Chernihiv. https://abcn.ws/3qxwAfK,0,
ABC News,25-Mar,"Pope Francis will consecrate Russia and Ukraine to the Immaculate Heart of Mary on Friday, inviting people around the world to join him in the prayer. https://abcn.ws/3uvZVIC",0,
ABC News,25-Mar,"The United States and European Union on Friday announced a new partnership to reduce the continent's reliance on Russian energy, the start of a years-long initiative to further isolate Moscow after its invasion of Ukraine. https://abcn.ws/3NlpuVu",1,
ABC News,25-Mar,"Polish Pres. Duda thanks the U.S. support in assisting with Ukrainian refugees crossing the border, calling them Poland's ""guests.""",0,
ABC News,25-Mar,"Upon landing in Poland, Pres. Biden met with U.S. service members stationed there, shaking hands and making jokes, as the president continues his trip through Europe amid Russia's invasion of Ukraine. https://abcn.ws/3NlBkPr",0,
ABC News,25-Mar,"MORE: The official notes Kherson, a city in southern Ukraine, doesn't seem to be ""as solidly in Russian control as it was before.""",0,
ABC News,25-Mar,"Pressed on whether the use of chemical weapons by Russia would bring the U.S. into a military confrontation, National Sec. Adviser Sullivan demurs: ""We've had the opportunity to speak directly to the Russians about...potential use of chemical weapons.""  https://abcn.ws/3NoSgEw",0,
ABC News,25-Mar,Ukraine has accused Russia of forcibly relocating hundreds of thousands of civilians to Russia from devastated Ukrainian cities.,0,
ABC News,25-Mar,"U.S., E.U. announce new partnership to reduce the continent's reliance on Russian energy, the start of a years-long initiative to further isolate Moscow after its invasion of Ukraine. https://abcn.ws/3wCTbvs",1,
ABC News,25-Mar,"The U.S. is expanding efforts to help Ukrainian refugees. It has agreed to accept up to 100,000 people escaping from the war and to increase support for Eastern European nations that have taken in most of the people fleeing Russian forces.",0,
ABC News,25-Mar,"At a briefing in Rzeszów, Pres. Biden again called Vladimir Putin a ""war criminal,"" after the State Department announced this week its formal assessment that Russian forces have committed war crimes in Ukraine.",0,
ABC News,26-Mar,"""It was here in Warsaw when a young refugee, who fled her home country, came back to speak and stand in solidarity. Her name was Madeleine Albright.”",0,
ABC News,26-Mar,"Pres. Biden delivers message of solidarity with Ukraine amid Russia's invasion of the country: ""We stand with you, period."" http://abcn.ws/3JIKMKB",0,
ABC News,26-Mar,"""Be not afraid.""",0,
ABC News,26-Mar,"JUST IN: Pres. Biden closes his speech in Warsaw, Poland, with remarks aimed at Russian Pres. Putin: ""For God's sake, this man cannot remain in power.""",0,
ABC News,26-Mar,"New video shows smoke rising over the city center of Lviv, Ukraine, in the wake of a loud blast. https://abcn.ws/3izUPpk",0,
ABC News,26-Mar,"Pres. Biden excoriates Russian Pres. Putin's reasoning for invading Ukraine: ""Russia has strangled democracy and sought to do so elsewhere... and Putin has the audacity, like all other autocrats before him, to believe that might will make right."" https://abcn.ws/3NsShHU",0,
ABC News,26-Mar,"Pres. Joe Biden delivered forceful remarks from Poland that reiterated the United States' and its allies' support for Ukraine and said that the war has been a ""strategic failure"" for Russia.",0,
ABC News,26-Mar,"Pres. Biden, in a message to the Russian people, says, ""this war is not worthy of you.""",0,
ABC News,26-Mar,"Ukraine's president made a surprise video appearance at Qatar’s Doha Forum, calling on the energy-rich nation and others to boost their production to counteract the loss of Russian energy supplies.",2,
ABC News,26-Mar,People around the world have donated millions of dollars directly to Ukraine's war effort via cryptocurrencies such as bitcoin.,0,
ABC News,25-Mar,"U.S., E.U. announce new partnership to reduce the continent's reliance on Russian energy, the start of a years-long initiative to further isolate Moscow after its invasion of Ukraine. https://abcn.ws/3JGYHRn",1,
ABC News,26-Mar,"Pres. Biden on Ukraine's resistance of Russia's invasion: ""The brave Ukrainian resistance is a front in a larger fight: for the essential democratic principles that unite all free people... Every generation has had to defeat democracy’s mortal foes."" https://abcn.ws/3DlJsL9",0,
ABC News,26-Mar,"ABC NEWS SPECIAL REPORT: Pres. Biden makes remarks from Warsaw, Poland, as Russia presses invasion in Ukraine. https://abcn.ws/3IBbW4E",0,
ABC News,27-Mar,A radio station based in suburban Kansas City is facing criticism for airing Russian state-sponsored programming during the Ukrainian war,0,
ABC News,27-Mar,"Ukrainian emergency responders rushed to put out a fire raging at an oil depot in Lviv, as a result of shelling in the area. https://abcn.ws/3r1EVsz",1,
ABC News,27-Mar,Ukrainian President Volodymyr Zelenskyy has accused the West of lacking courage as his country fights to stave off Russia’s invasion,0,
ABC News,28-Mar,"LATEST: Russian forces are attempting to breach defenses from the northwest and east of Ukraine to seize key highways and settlements, which are held by Ukrainian troops, according to Ukrainian officials.",0,
ABC News,28-Mar,#Oscars held moment of silence in support of Ukraine. ,0,
ABC News,28-Mar,"Firefighters battle blaze at apartment building in Makariv, Ukraine. https://abcn.ws/3iF6Euj",0,
ABC News,28-Mar,Russian shares slump as its stock market resumes trading of all companies after a monthlong halt following the invasion of Ukraine.,0,
ABC News,28-Mar,"Residents of Energodar, Ukraine, participate in a peaceful protest at the town's performance venue of the Palace of Culture. https://abcn.ws/3IGL4QB",0,
ABC News,27-Mar,#Oscars holds moment of silence in support of Ukraine. ,0,
ABC News,28-Mar,"Ukraine and Russia account for a third of global wheat and barley exports, which countries in the Middle East rely on to feed millions of people who subsist on subsidized bread and bargain noodles.",0,
ABC News,28-Mar,"Volunteers in Sumy, Ukraine, say they are working to set up a shelter for abandoned pets left behind by owners, who have fled the region. https://abcn.ws/3wLbOxg",0,
ABC News,27-Mar,Ukrainian emergency responders rushed to put out a fire raging at an oil depot in Lviv after shelling in the area. https://abcn.ws/3LkFgxU,1,
ABC News,28-Mar,"LATEST: Ukraine's government announces for the first time in nearly three weeks that no humanitarian corridors for evacuating civilians will be open today due to concerns about possible ""provocations"" from Russian forces.",0,
