name,time,commt,label
TIME,Mar 25,U.S. to boost gas supply to E.U. in effort to cut dependence on Russia,2
TIME,Mar 25,"Moscow has forcibly taken more than 400,000 Ukrainians to Russia, Ukraine says",0
TIME,Mar 25,"""Now I'm working twice as hard."" How one Ukrainian is working remotely through war",0
TIME,Mar 24,The threat of an escalation in Russia’s invasion of Ukraine has pushed items more likely to be used in the event of nuclear war to the top of Amazon's best-seller charts,0
TIME,Mar 25,The war in Ukraine stands to make Norway a lot of money. That's making some Norwegians uncomfortable,0
TIME,Mar 26,"“I think the future is with tech, and this is why we will win,” says Mykhailo Fedorov, Ukraine's youngest minister.",2
TIME,Mar 27,The average U.S. price of a gallon of regular-grade gasoline dropped 6 cents over the past two weeks to $4.37 per gallon,2
TIME,Mar 27,"President Joe Biden sought to clarify his call for the removal of Vladimir Putin, saying he wasn’t seeking regime change after European allies raised concern and critics said he was further inflaming tension with Russia",1
TIME,Mar 28,"With its aspirations for a quick victory dashed by a stiff Ukrainian resistance, Russia has increasingly focused on grinding down Ukraine’s military in the east",1
TIME,Mar 28,Russia shifts military focus in Ukraine,1
TIME,Mar 30,"""Surprisingly, I'm quite optimistic."" Navalny's Chief of Staff on what war in Ukraine means for Russia",2
TIME,Mar 29,Russia says it will scale back attacks near Ukraine's capital Kyiv,2
TIME,Mar 29,"The war in Ukraine is creating the greatest global food crisis since WWII, the U.N. says",1
TIME,Mar 29,"“This is a war against our history, our culture,” says Ihor Poshyvailo, a museum director in Kyiv. ",0
The Wall Street Journal,Mar 1,"As Russian attacks mount, Ukraine’s President Zelensky delivered an emotional video address to the European Parliament: “We are giving our lives for the right to be equal”",1
The Wall Street Journal,Mar 1,"Stock futures and global shares slipped following days of whipsaw moves, while oil prices rallied",1
The Wall Street Journal,Feb 28,"The world’s biggest commercially operated aircraft, an object of fascination among aviation enthusiasts, was heavily damaged in fighting in Ukraine",0
The Wall Street Journal,Mar 1,"At least 55 cases overseen by judges with recusal violations have been appealed, reconsidered or reassigned to new judges as fallout from federal judges violating financial-conflict laws spreads across the nation",0
The Wall Street Journal,Mar 1,"Russian forces struck Kyiv's iconic TV tower, temporarily disabling the broadcasting ability of Ukraine’s central television channels. Follow our live coverage.",1
The Wall Street Journal,Mar 1,"With time potentially running out for Kyiv amid escalating Russian attacks, the U.S. and its allies face limited supply routes and challenges in providing Ukraine with the right weapons",1
The Wall Street Journal,Mar 1,Russians are lining up to use ATMs as ordinary citizens begin to feel the impact of Western allies’ sanctions on the country following its invasion of Ukraine #WSJWhatsNow https://on.wsj.com/3C6ymsP,1
The Wall Street Journal,Mar 1,"Big brewers, major oil companies, auto makers and airlines are grappling with the fallout from the attack",1
The Wall Street Journal,Mar 1,"Russia is scrambling to maintain oil sales, the life blood of its economy, as refiners outside the country balk at buying Russian oil, and banks refuse to finance shipments of Russian commodities, fearing the impact of financial sanctions",1
The Wall Street Journal,Feb 28,"As Russian President Vladimir Putin launched a war against Ukraine, half a world away the U.S. economy appeared to be rebounding from a winter surge of Covid-19 infections",0
The Wall Street Journal,Mar 1,President Biden will say in his State of the Union address that Putin miscalculated by invading Ukraine and underestimated the response from Western allies,1
The Wall Street Journal,Mar 1,"Last week, Russian President Vladimir Putin launched an unprecedented war against Ukraine. Here is why Russia is invading and what Putin wants, explained.",1
The Wall Street Journal,Feb 28,U.S. is sanctioning Russia’s central bank to prevent the government from using its emergency reserve currencies to protect the economy from Western pressure campaign,1
The Wall Street Journal,Feb 28,"Loosely organized groups of hackers appeared to bring down several key Russian websites Monday, suggesting the digital front of the deadly conflict is entering an unpredictable new phase",1
The Wall Street Journal,Feb 28,“From Fortress Russia to Rubble Russia in a week.” How the West turned back the clock on 30 years of post-Cold War engagement with Russia.,1
The Wall Street Journal,Mar 1,"Russian booze is getting the boot from more American shelves, as state leaders denounce the country’s invasion of Ukraine",1
The Wall Street Journal,Mar 1,"Stocks fell, with the Dow down more than 600 points, while oil prices jumped 8.7% as Russia's invasion of Ukraine continued to whipsaw through markets",1
The Wall Street Journal,Mar 1,"The International Criminal Court opened an investigation into possible war crimes in Ukraine, an early step in a process that potentially could lead to Russian President Vladimir Putin and other Kremlin leaders being charged at The Hague",0
The Wall Street Journal,Mar 1,"The U.S. and other producers are set to release oil from their emergency stockpiles as crude prices surge, amid supply concerns after Russia invaded Ukraine, explains ",1
The Wall Street Journal,Mar 1,"The operator of the Nord Stream 2 gas pipeline connecting Russia with Germany has laid off more than 100 workers and wound down its operations, according to a Swiss official",1
The Wall Street Journal,Mar 1,"Ukraine is a major supplier of grain and oils, and according to ",1
The Wall Street Journal,Mar 1,"There’s a financial price to burning out at work. Whether it’s a small purchase or a big splurge, ",0
The Wall Street Journal,Mar 1,"With a website and social-media channel, Ukrainians are posting about Russian military deaths that Moscow hasn’t disclosed. “Those are the horrors of war launched by your president.”",0
The Wall Street Journal,Mar 1,Watch: Russian rockets hit Ukraine’s civilian areas as a miles-long convoy of Russian armored vehicles inched closer to Kyiv,0
The Wall Street Journal,Feb 28,Disney will delay the release of its films in Russian movie theaters in response to Moscow’s “unprovoked invasion of Ukraine and the tragic humanitarian crisis” accompanying it,0
The Wall Street Journal,Mar 1,"  Listen: In today's episode of The Journal podcast, the CEO of one of Ukraine's biggest tech companies discusses what it's like to run a business inside a country at war",0
The Wall Street Journal,Feb 28,Elon Musk acknowledged that SpaceX delivered to Ukraine terminals that connect to the company's Starlink satellite-based internet service,0
The Wall Street Journal,Mar 1,Apple has stopped selling all of its products in Russia following the country’s invasion of Ukraine,0
The Wall Street Journal,Feb 28,"Talks between Russia and Ukraine on a potential cease-fire ended with no deal Monday as Moscow intensified its assault, killing at least 10 civilians in a shelling attack in the eastern city of Kharkiv",1
The Wall Street Journal,Mar 1,"Far from the war zone, the Russian invasion of Ukraine is causing major disruptions for the global shipping industry. Hundreds of vessels are trapped and freight rates have surged.",1
The Wall Street Journal,Mar 1,"President Biden will deliver his first State of the Union address, as he seeks to tamp down a war in Ukraine, guide the U.S. and its economy through the Covid-19 pandemic, and help buoy Democrats in November’s midterm elections",0
The Wall Street Journal,Mar 1,The Dow industrials dropped nearly 600 points in a broad selloff while oil prices rose to multiyear highs as Russia’s invasion of Ukraine continued to whipsaw through markets.,1
The Wall Street Journal,Mar 1,How Volodymyr Zelensky rose from television comedian to become Ukraine's wartime leader,0
The Wall Street Journal,Mar 1,"Russia warned that it would attack intelligence and communications facilities in Kyiv and urged nearby residents to leave, signaling a massive strike on civilian areas may be imminent. https://on.wsj.com/3vtaIFC",1
The Wall Street Journal,Mar 1,Heard on the Street: Russia’s economic isolation is a boon for China in some ways but sends a strong signal on the West’s willingness and ability to employ brutal financial sanctions when roused,0
The Wall Street Journal,Mar 1,U.S. and other major oil-consuming nations will release 60 million barrels of oil from emergency stockpiles amid a price surge caused by the Ukraine crisis,2
The Wall Street Journal,Feb 28,"President Biden is expected to address Ukraine, Covid-19 and his Build Back Better agenda when he speaks before Congress Tuesday evening. Here's what to know about the State of the Union.",0
The Wall Street Journal,Mar 1,"For 20 years, Russia had a partner in global sports institutions. It installed Putin associates in governance roles and cleared the way for Russian athletes to compete despite an elaborate, state-sponsored doping scheme. That order came crashing down.",0
The Wall Street Journal,Feb 28,"New Zealand, a close U.S. ally, has been limited in how far it can go punishing Russia over its invasion of Ukraine",0
The Wall Street Journal,Mar 1,Hiding in basements. Saying goodbye to family at the border. Preparing to pick up children left orphaned. What daily life has become in Ukraine.,0
The Wall Street Journal,Mar 1,Exxon said it is halting operations at a multibillion-dollar oil and gas project in Russia and will make no further investments in the country,1
The Wall Street Journal,Mar 2,Ukraine’s government is seeking a fast track to join the European Union as the country fights a Russian invasion. Here's why Ukraine’s request for EU membership is a long shot.,0
The Wall Street Journal,Mar 2,"The U.S. and its NATO allies are coming under increasing pressure to do more to help Ukraine, even as they face diminishing options for doing so",1
The Wall Street Journal,Mar 2,"While Vladimir Putin faces united Western opposition to his Ukraine onslaught, a key question for him and his economy is where China and India will land, writes ",0
The Wall Street Journal,Mar 2,"Roughly $1.2 billion of Visa's annual net revenue comes from Russia and Ukraine, where sanctions and war have made it difficult to do business",0
The Wall Street Journal,Mar 2,"Amid an increasingly violent Russian invasion, Ukraine’s long-vibrant software sector is managing to churn out code for clients overseas and help the country’s war effort",0
The Wall Street Journal,Mar 1,"Russia’s invasion of Ukraine, and a blistering volley of Western sanctions in response, unleashed another day of global business upheaval—prompting Apple to cut off Russian sales of iPhones and threatening to shut down Volkswagen's flagship car plant",1
The Wall Street Journal,Mar 1,Global companies with IT staff in Ukraine are working to stay in contact with software teams on the ground in some of the hardest hit areas of the country as invading Russian forces increasingly set their sights on civilian targets,0
The Wall Street Journal,Mar 2,"Federal Reserve Chairman Jerome Powell said a rate increase would be appropriate in March, and it's too soon to tell how the war in Ukraine will affect the U.S. economy",0
The Wall Street Journal,Mar 1,"“Let each of us here tonight stand and send an unmistakable signal to the world and Ukraine,” President Biden said during his State of the Union address. “Yes, we the United States of America stand with the Ukrainian people.” #SOTU",0
The Wall Street Journal,Mar 2,"After playing down U.S. warnings of a Russian invasion, China is struggling to evacuate its citizens—while fighting a perception in Ukraine that it has sided with Moscow",0
The Wall Street Journal,Mar 2,"Refugees from Africa, South Asia and the Middle East said soldiers made them wait for days to leave Ukraine, as border guards gave priority to processing the country’s own citizens",0
The Wall Street Journal,Mar 2,"During President Biden’s State of the Nation address, he garnered bipartisan applause as he warned Russia that more coordinated measures were coming in response to its invasion of Ukraine. He also laid out ways to help tame inflation.",2
The Wall Street Journal,Mar 2,President Biden announced new sanctions against Russia in his first State of the Union address and sought to reassure Americans that the U.S. economy would face limited knock-on effects #SOTU #WSJWhatsNow https://on.wsj.com/3vvzpkN,2
The Wall Street Journal,Mar 2,Military strategists are looking at five factors to provide clues about what will happen with the war in Ukraine,0
The Wall Street Journal,Mar 1,"Oksana Markarova, Ukraine’s ambassador to the U.S., will be among the guests joining first lady Jill Biden in her viewing box at Tuesday’s State of the Union address, the White House said",2
The Wall Street Journal,Mar 1,"Hollywood studios, Netflix, big-ticket rock bands and sporting events are pausing or pulling their business out of Russia in response to President Vladimir Putin’s invasion of neighboring Ukraine",1
The Wall Street Journal,Mar 2,"Stock futures rose while oil prices jumped, as Russia pounded Ukrainian cities and investors awaited a meeting of OPEC and its allies",1
The Wall Street Journal,Mar 1,President Biden hopes to rally Americans behind his response to Russia’s invasion of Ukraine and his plan to slow inflation at home. Follow our live coverage of the State of the Union. #SOTU,2
The Wall Street Journal,Mar 2,"Russian forces have performed poorly thus far, but Ukraine’s military is expected to eventually crack. Five factors will shape the outcome.",0
The Wall Street Journal,Mar 2,"President Biden said ""it's clear"" Russia was deliberately targeting civilian areas in Ukraine, but said it was too soon to say if war crimes were being committed https://on.wsj.com/346ldTZ…]r-russia-is-targeting-civilians-in-ukraine-QnFPY8cAvuHhRMZvnTNx",0
The Wall Street Journal,Mar 2,U.N. members voted 141 to 5 to condemn Russian President Vladimir Putin’s “special military operation” in Ukraine and affirm that no territorial gains stemming from the use of force—or threatened use of force—will be recognized as legal there,0
The Wall Street Journal,Mar 2,"Eurozone’s pickup in inflation driven by higher energy prices as Russia’s invasion loomed, with further increases likely",1
The Wall Street Journal,Mar 2,"The International Court of Justice has scheduled public hearings beginning Monday on Ukraine’s claims against Russia under the Genocide Convention, expediting proceedings in light of Moscow’s February invasion of its neighbor",0
The Wall Street Journal,Mar 2,Putin sees NATO as a threat and has sought to use Ukraine's potential membership as a reason for his invasion. Here's what to know about the alliance.,0
The Wall Street Journal,Mar 2,Russian forces resumed airstrikes on Ukraine’s second-largest city and continued pounding other cities as they sought to break the will of Ukraine’s resistance,1
The Wall Street Journal,Mar 2,Washington’s regional partners in the Middle East have so far rebuffed U.S. calls to come out against Russia,0
The Wall Street Journal,Mar 1,"The Russian invasion of Ukraine has driven demand for cryptocurrencies in both countries, helping boost the price of bitcoin",1
The Wall Street Journal,Mar 1,"President Biden united the room in solidarity with Ukraine during his State of the Union address, but it didn’t last. Here are six takeaways from his first #SOTU.",2
The Wall Street Journal,Mar 2,"The Biden administration has canceled a routine test launch of an Air Force Minuteman III missile to avoid escalating nuclear tensions with Russia, U.S. officials said Wednesday",2
The Wall Street Journal,Mar 2,Western firms appear well insulated against the impact of the sanctions imposed this week on Russia. Whether global markets will fare as well isn’t yet clear.,1
The Wall Street Journal,Mar 3,"What could Vladimir Putin’s next steps be in Ukraine? How effective have sanctions been, and what is the outlook for the world economy? ",0
The Wall Street Journal,Mar 2,U.S. officials are increasingly concerned that Sudan’s military junta will allow Russia to build a naval base on the country’s strategic Red Sea coast,0
The Wall Street Journal,Mar 3,"U.S. Immigration and Customs Enforcement has paused deportation flights to Ukraine amid the continuing violence there, an agency spokesman said Thursday",0
The Wall Street Journal,Mar 3,"The imposition of strict economic sanctions has a mixed track record, often falling short of causing a dramatic change in behavior, particularly in authoritarian countries like Russia, according to most analysts who study them.",0
The Wall Street Journal,Mar 3,"Media coverage of Russian troops invading Ukraine is unfolding differently in Russia than in the U.S. Using maps and disinformation, many television programs are shaping public opinion by justifying Moscow’s decision to attack its neighbor.",0
The Wall Street Journal,Mar 3,"Wheat futures are at their highest levels since the global financial crisis, amid Russia’s war in Ukraine #WSJWhatsNow https://on.wsj.com/3K9wjHe",1
The Wall Street Journal,Mar 3,"Russia deepened its military offensive in southern Ukraine, penetrating the city of Kherson, as the campaign stalled in the north of the country and the two sides prepared to resume cease-fire talks",2
The Wall Street Journal,Mar 3,"Best Buy’s sales declined in its most recent reports, but its stock price still surged Thursday. ",0
The Wall Street Journal,Mar 2,"The aggressive sanctions against Russia left loopholes to allow payments of critical oil and gas supplies that fuel Europe—and the world’s—economies. But businesses are instead going beyond, slapping a toxic label on anything to do with Russia.",1
The Wall Street Journal,Mar 2,"Experts say the harsh sanctions against Russia could have far-reaching domestic consequences, as the low-income Russians who will bear the brunt of the penalties make up Putin’s core political base.",0
The Wall Street Journal,Mar 3,"Many companies in Ukraine’s vibrant software sector have made wartime adaptations including the relocation of staff, who have continued to ship code for clients. “Your work is your escape zone and you try to not read the news.”",0
The Wall Street Journal,Mar 3,BlackRock is among fund managers that have had informal talks with SEC officials on the challenges of exiting positions in Russian securities after the invasion of Ukraine,2
The Wall Street Journal,Mar 3,"Airlines around the world are rerouting flight paths after the recent surge of airspace-travel restrictions following Russia’s invasion of Ukraine, while experts warn that flight times will increase, costs will rise and revenues will drop in response",1
The Wall Street Journal,Mar 3,"Rivian is walking back a price increase for its electric trucks and SUVs, saying it will honor prices for customers who previously ordered a vehicle",2
The Wall Street Journal,Mar 3,Russian lawmakers are expected to consider legislation Friday that could gag independent media coverage of the conflict in Ukraine and slap stiff penalties on foreigners,0
The Wall Street Journal,Mar 3,"Companies including Microsoft, SpaceX and Airbnb are offering assistance beyond humanitarian aid to Ukraine, helping guard against cyberattacks, setting up internet services, and providing refugees with free housing",2
The Wall Street Journal,Mar 3,Businesses that divest from Russia will have to book big losses on their income statements,1
The Wall Street Journal,Mar 2,"The U.N. refugee agency says 1 million people have fled Ukraine since Russia’s invasion: ""For many millions more, inside Ukraine, it’s time for guns to fall silent, so that life-saving humanitarian assistance can be provided.""",0
The Wall Street Journal,Mar 3,"Talks ended between Russia and Ukraine without a deal on a cease-fire, but the two sides agreed to organize corridors for civilian evacuations and to deliver food and medicine to besieged cities",2
The Wall Street Journal,Mar 2,"Attorney General Merrick Garland said Wednesday that the Justice Department is launching an interagency task force focused on enforcing U.S. sanctions, export restrictions and economic countermeasures imposed on Russia",1
The Wall Street Journal,Mar 3,"Stock futures crept down, while crude prices continued to surge as refiners balked at buying Russian oil",1
The Wall Street Journal,Mar 2,"Elon Musk offered advice to Ukraine Wednesday on how to keep Starlink, the satellite-based internet service provided by SpaceX, operating as the country battles invading Russian forces",0
The Wall Street Journal,Mar 3,Russia’s war on Ukraine has unleashed auto makers’ third supply-chain crisis in as many years,1
The Wall Street Journal,Mar 3,"French authorities said they seized a yacht belonging to a company majority owned by Igor Sechin, the chief executive of Russian oil producer Rosneft who was among a group of individuals sanctioned by the European Union over Russia’s invasion of Ukraine",1
The Wall Street Journal,Mar 2,Here's what to know about Russian oligarchs and why they're facing heightened scrutiny by Western governments amid the Ukraine crisis,0
The Wall Street Journal,Mar 3,"A bipartisan group of lawmakers unveiled a bill that would ban domestic imports of Russian crude oil, petroleum, liquefied natural gas and coal, in a step aimed at choking a critical source of revenue for Russian President Vladimir Putin",1
The Wall Street Journal,Mar 3,"On Feb. 4, Xi Jinping and Vladimir Putin declared their countries’ friendship had “no limits.” Then Russia invaded Ukraine.",0
The Wall Street Journal,Mar 3,U.S. allies and partners are staying neutral or tempering their criticism of Moscow in a revealing sign of Russia’s growing influence in the region,0
The Wall Street Journal,Mar 2,"Russia’s Defense Ministry acknowledged extensive losses for the first time, saying 498 Russian troops have been killed. Ukraine hasn’t released casualties, but says its military has killed 5,840 Russian troops, and put civilian death toll at about 2,000.",1
The Wall Street Journal,Mar 3,"Full coverage of Russia's invasion of Ukraine, from The Wall Street Journal",1
The Wall Street Journal,Mar 3,"Volkswagen on Thursday joined other western car makers in suspending production of all vehicles at its factories in Russia, citing its “great dismay and shock” over Russia’s invasion of Ukraine",1
The Wall Street Journal,Mar 3,"The Ukrainian defense of Hostomel Airport was a crucial turning point in the early days of Russia’s invasion. Defenders blocked Russia from using the landing strip, forced it to move soldiers and supplies over land and prevented a move on Kyiv.",0
The Wall Street Journal,Mar 3,"President Biden held a video call Thursday with the leaders of Australia, India and Japan—known as the Quad—""to discuss the war against Ukraine and its implications for the Indo-Pacific,"" the White House said",0
The Wall Street Journal,Mar 3,"French President Emmanuel Macron confirmed plans to run for re-election, just ahead of the Friday deadline, in an announcement that aides say was repeatedly postponed because of the war in Ukraine",0
The Wall Street Journal,Mar 3,Oil briefly tops $115 as refiners balked at buying Russian oil and stock futures creep down,1
The Wall Street Journal,Mar 3,"""In crypto we trust, for Ukraine we pray."" Ukraine’s largest crypto exchange, Kuna, set up a fund to accept crypto donations, which have helped finance military equipment and medical supplies.",0
The Wall Street Journal,Mar 3,"Ask WSJ: What's next in Ukraine? Submit your questions now and join the conversation at 1 p.m. ET, March 3",0
The Wall Street Journal,Mar 3,The Biden administration has increased to $10 billion the amount of money it is seeking immediately from Congress in aid for Ukraine and Eastern European partners,2
The Wall Street Journal,Mar 3,Venezuela asks Wall Street debtholders to help get U.S. sanctions lifted so its oil can flow again,2
The Wall Street Journal,Mar 3,U.S. equity futures retreated and global stock indexes fell sharply as investor concerns mounted about Russia’s intensifying military campaign in Ukraine,1
The Wall Street Journal,Mar 3,"Airbnb is suspending operations in Russia and Belarus, becoming the latest Western company to pause its business following the invasion of Ukraine",0
The Wall Street Journal,Mar 3,"Ukraine's foreign minister, Dmytro Kuleba, said on Twitter that Russian troops were shelling Europe’s largest nuclear power plant in the southern city of Enerhodar",1
The Wall Street Journal,Mar 4,Russian lawmakers are expected to consider legislation Friday that could gag independent media coverage of the conflict in Ukraine,0
The Wall Street Journal,Mar 4,The Russian onslaught has transformed the city of Lviv into a fallback capital for Ukraine’s beleaguered government—and a desperate conduit for those who want to flee,0
The Wall Street Journal,Mar 4,Ukraine has accused Russia of using thermobaric weapons. Here’s what makes them so devastating.,0
The Wall Street Journal,Mar 3,"A fire at Ukraine’s Zaporizhzhia nuclear power plant, the largest nuclear power plant in Europe, didn't affect essential equipment at the facility, according to the United Nations' International Atomic Energy Agency",0
The Wall Street Journal,Mar 3,Sanctions against Russia have added a new layer of difficulty for money-transfer companies still operating in Ukraine,1
The Wall Street Journal,Mar 3,"Russia’s war on Ukraine is prompting slow-moving sports bodies like the International Olympic Committee to act, writes ",0
The Wall Street Journal,Mar 3,"President Biden spoke with Ukrainian President Volodymyr Zelensky about the situation at Ukraine’s Zaporizhzhia nuclear power plant Thursday night Washington time, according to an administration official",2
The Wall Street Journal,Mar 3,"South Carolina Sen. Lindsey Graham said Thursday night that Russian President Vladimir Putin should be assassinated by his own people, suggesting it would be the only way to end the crisis in Ukraine",0
The Wall Street Journal,Mar 4,"Hundreds of thousands of Ukrainian technology workers have taken part in cyberattacks against Russia’s government, media and financial institutions in recent days, a top Ukrainian cybersecurity official said Friday",0
The Wall Street Journal,Mar 4,"The Russian invasion of Ukraine has driven demand for cryptocurrencies in both countries, helping boost the price of bitcoin #WSJWhatsNow https://on.wsj.com/3tm0YKz",1
The Wall Street Journal,Mar 3,Essay: Nuclear weapons were once thought to deter conventional conflict. Now Russia is using them to shield its aggression—an example China is watching.,0
The Wall Street Journal,Mar 3,Video: Ukrainian officials say Russian forces have shelled Ukraine’s Zaporizhzhia nuclear power plant,1
The Wall Street Journal,Mar 4,"Apple, Boeing and Volkswagen are among the Western businesses re-evaluating their operations in Russia. Here's a look at other companies that have decided to suspend operations in the country, or to pull out entirely.",1
The Wall Street Journal,Mar 3,"Ukrainian officials said Russian forces shelled Ukraine’s Zaporizhzhia nuclear power plant, the largest in Europe, prompting Ukraine’s foreign minister to call for a ceasefire so authorities can secure the area",1
The Wall Street Journal,Mar 4,"How much oil does the U.S. import from Russia, and why? What might happen if the U.S. and other countries slow the flow of Russian crude? Here is a look at why the U.S. still imports Russian crude and where it goes.",1
The Wall Street Journal,Mar 4,"Russian shelling in southern Ukraine sparked a fire at Europe’s largest nuclear power plant before Russian troops took control of the area. None of the plant’s six reactors were affected and no radiation leaked, officials said.",2
The Wall Street Journal,Mar 4,Cryptocurrency frauds are trying to take advantage of an outpouring of support for Ukraine,0
The Wall Street Journal,Mar 3,"“Only immediate action can stop the Russian troops. Do not let Europe die in the nuclear catastrophe,” Ukrainian President Volodymyr Zelensky said in a video stating that Russia’s actions show “Europe needs to wake up.”",2
The Wall Street Journal,Mar 4,"Vice President Kamala Harris will travel next week to Poland and Romania, NATO members that border Ukraine, her spokeswoman said Friday",0
The Wall Street Journal,Mar 4,"No sport or game is more intertwined with Russia than chess, but grandmasters are questioning the relationship after the invasion of Ukraine",0
The Wall Street Journal,Mar 4," Listen: In today's episode of The Journal podcast, ",0
The Wall Street Journal,Mar 4,"Disney+ is rolling out a cheaper, ad-supported subscription offering beginning in late 2022: “Expanding access to Disney+ to a broader audience at a lower price point is a win for everyone—consumers, advertisers, and our storytellers.”",0
The Wall Street Journal,Mar 4,"A $600 million Superyacht, Swiss mansions, and billions in assets at stake: Governments are hitting some of Russia’s richest citizens with sanctions over the Ukraine war",0
The Wall Street Journal,Mar 4,"China’s economic bonds with Russia are tight, while its inroads as an investor in Ukraine are limited, suggesting its exposure might be a secondary concern in its political calculus about the country",1
The Wall Street Journal,Mar 3,"Russian shelling in southern Ukraine caused a fire at the compound housing Europe’s largest nuclear power plant, highlighting the increasingly indiscriminate nature of the war pursued by Moscow",1
The Wall Street Journal,Mar 4,"The last time Russian-led forces were in charge in Slovyansk, in Ukraine’s east, they took four men from a church, killed them and dumped their charred bodies in a mass grave. Fears are rising of a possible repeat as Russian troops advance.",0
The Wall Street Journal,Mar 4,"A fire at Europe's largest nuclear power plant was extinguished Friday morning. Russian shelling in southern Ukraine caused the fire before Russian troops moved into the facility, according to local authorities and international observers.",0
The Wall Street Journal,Mar 4,A fire broke out at Ukraine’s biggest nuclear facility after a projectile hit a building during fighting in the area between Russian and Ukrainian forces. Here's what to know.,0
The Wall Street Journal,Mar 5,Russia’s initial struggles in its invasion of Ukraine have offered a vivid illustration to China’s leaders of the military challenges if they tried to seize control of Taiwan through force,0
The Wall Street Journal,Mar 5,Ukraine is putting up as much of a fight against Russia in cyberspace as it is on the ground,0
The Wall Street Journal,Mar 5,"The world relies on the financial system’s plumbing—and as Russia has shown in the past week, a few concerted moves can flatten a major economy. “As investors, we need to look at things differently now.”",1
The Wall Street Journal,Mar 5,"It used to be that nobody paid sticker price for a car—because they paid less. In today's topsy-turvy market, a whopping 82% of new car buyers paid more than the suggested retail price.",1
The Wall Street Journal,Mar 5,"Aeroflot-Russian Airlines said it is suspending almost all international flights in response to government instructions, increasing Russia’s isolation from the global air transport system",1
The Wall Street Journal,Mar 5,Russia and Ukraine agreed to open humanitarian corridors for evacuating civilians from the besieged eastern Ukrainian cities of Mariupol and Volnovakha,2
The Wall Street Journal,Mar 4,"In just one week, Western financial firms severed practically every artery of money between Russia and the rest of the globe. In some cases they went further than what sanctions required.",1
The Wall Street Journal,Mar 5,Ukrainian President Volodymyr Zelensky asked for assistance in obtaining more lethal military aid—especially Russian-made jet fighters that Ukrainian pilots can fly—and supported a proposal to ban U.S. imports of Russian oil.,1
The Wall Street Journal,Mar 4,"On paper, China’s banks and its homegrown payments system could offer Russia respite from crippling Western sanctions. In practice, it isn’t that simple.",0
The Wall Street Journal,Mar 5,"Russia demanded that Western sanctions over Ukraine wouldn’t prevent it from trading with Iran under a revived nuclear deal, potentially derailing the talks",1
The Wall Street Journal,Mar 4,"Turkish drones, American and British antitank weapons, and antiaircraft missiles, small arms and ammunition from other NATO countries have contributed to Ukraine’s unexpected ability to withstand the Russian assault",0
The Wall Street Journal,Mar 5,Italian police said they seized a number of yachts and villas scattered around the country from wealthy Russian individuals targeted by European Union sanctions following Russia’s invasion of Ukraine,0
The Wall Street Journal,Mar 5,"More than 1.45 million people have left Ukraine, representing the largest and fastest displacement of people in Europe since World War II, the U.N. says",1
The Wall Street Journal,Mar 5,"The only Ukrainian-American member of Congress, GOP freshman lawmaker Rep. Victoria Spartz has injected a personal edge into the policy debate over the U.S. response to Russia",0
The Wall Street Journal,Mar 5,"U.S.-based app Premise, which has some U.S. military contracts, hires gig-workers with smartphones in geopolitical hotspots to gather open-source information. That has caused some alarm in Ukraine.",0
The Wall Street Journal,Mar 4,China’s state-run broadcaster didn’t translate the International Paralympic Committee president’s remarks on war. English soccer broadcasts will also be blacked out this weekend.,0
The Wall Street Journal,Mar 4,Heard on the Street: Sanctions on Russia have shown that central-bank reserves can be taken away—and China is taking note,0
The Wall Street Journal,Mar 4,"News from the Ukraine battlefront some 5,000 miles away has dominated headlines and airwaves in Taiwan—and spurred new interest in battle readiness",1
The Wall Street Journal,Mar 6,"“The armed forces of Ukraine are now, at least on the European continent, the only armed forces that have permanent eight-year combat experience,” said Yurii Biriukov, a former adviser to the Ukrainian president. “Now here is the result.”",0
The Wall Street Journal,Mar 5,"In the cobblestoned city of Lviv, resisting Russia was part of the local folklore. Now they're making Molotov cocktails out of craft-beer bottles.",0
The Wall Street Journal,Mar 6,"Escalating conflict between Russia and Ukraine has sent investors dashing to safer assets, propelling the dollar to its highest level since the coronavirus-induced volatility of two years ago",1
The Wall Street Journal,Mar 6,"Shell said it would donate profits from purchases of Russian oil to efforts to alleviate the humanitarian crisis in Ukraine, after an outcry over the company’s bid for a cargo of Russian crude",0
The Wall Street Journal,Mar 6,"American Express says its globally issued cards won’t work at merchants or ATMs in Russia, and cards issued by Russian banks won’t work outside the country on the AmEx network",0
The Wall Street Journal,Mar 5,Nuclear weapons were once thought to deter conventional conflict. Now Russia is using them to shield its aggression—an example China is watching.,0
The Wall Street Journal,Mar 6,"Ukraine is now preparing for a second wave of Russian attacks focused on major population centers around the country, Ukraine’s national security adviser, Oleksiy Danilov, said on social media Sunday",1
The Wall Street Journal,Mar 6,"Investors are starting to buy Ukrainian and Russian bonds that plummeted to discounted prices, betting that they will recover if the war between the two countries comes to an end",2
The Wall Street Journal,Mar 6,"In Kherson, the only regional capital that Russia has conquered since it unleashed the war on Ukraine, thousands of people came out for the third day of protests against the occupation, waving Ukrainian flags",0
The Wall Street Journal,Mar 5,"In 1862, Congress made paper money legal tender for all debts. What started as a way of paying for the Civil War ended up transforming the American economy.",0
The Wall Street Journal,Mar 6,"Russian police detained thousands of people protesting the war in Ukraine Sunday, as the Kremlin—which has banned Facebook and Twitter and shut down independent media—moved to silence any dissent against the military operations",0
