,name,time,label,commt
217,Reuters,28-Mar,0,"U.S. sees compliance, even 'self-sanctioning', on Russia export controls in Asia http://reut.rs/3iG1ZIJ"
218,Reuters,28-Mar,0,Kremlin spokesman: Russia would use nuclear weapons only in case of 'threat to existence of state' http://reut.rs/3IQS3GK
219,Reuters,29-Mar,0,"Roche loses money in Russia, chief executive says http://reut.rs/3qILCzu"
220,Reuters,29-Mar,2,Russia's Transneft caps oil pipeline intake on brimming storage http://reut.rs/3DkzUA0
221,Reuters,29-Mar,2,Wall St climbs on Russia-Ukraine optimism http://reut.rs/3uCUTdr
222,Reuters,28-Mar,1,Russia said it will not supply gas to Europe for free as it works out methods for accepting payments for its gas exports in roubles but G7 nations refused the demand https://reut.rs/3iKTCM0
223,Reuters,28-Mar,2,"Oil drops on Ukraine peace talk hopes, China demand fears http://reut.rs/35k2HYV"
224,Reuters,29-Mar,1,"Ukraine's vast state childcare program, a legacy of the government's prominent role in society during Soviet times, is struggling as war forces thousands to flee their homes and often makes tracing relatives impossible"
225,Reuters,29-Mar,0,PetroChina taps shale oil in ageing western China field http://reut.rs/35nxOTy
226,Reuters,28-Mar,2,"Ukraine said it was hoping that peace talks with Russia could lead to a ceasefire, but a U.S. official said President Vladimir Putin did not appear ready to make compromises to end the war https://reut.rs/3uzI7wq"
227,Reuters,29-Mar,1,Russia's gas supply to Europe at risk as rouble deadline nears http://reut.rs/35kbqdB
229,Reuters,29-Mar,1,EXCLUSIVE Russian oil firm shuffles Venezuela assets as sanctions bite http://reut.rs/3LlrPOm
230,Reuters,29-Mar,1,French President Macron told Russia's Putin paying gas bills in roubles not possible - Elysee official http://reut.rs/3j3xVqJ
231,Reuters,29-Mar,0, Nearly four million people have fled Ukraine since the beginning of the Russian invasion on Feb. 24. Each person that has left has a story. 
232,Reuters,29-Mar,2,"Asian shares gain as BOJ defends ultra-easy stance, oil eases on Shanghai lockdown http://reut.rs/3ILHLYv"
233,Reuters,29-Mar,2,"Russia promised at peace talks to drastically scale down its military operations around Kyiv and the northern Ukrainian city of Chernihiv, while Ukraine proposed neutral status with international guarantees to protect it from attack https://reut.rs/3JRoeqS"
234,Reuters,29-Mar,1,Seven killed in Ukraine's Mykolaiv as rocket blasts hole in regional HQ http://reut.rs/3NvvbjL
235,Reuters,29-Mar,2,"President Joe Biden said it remains to be seen whether Russia follows through with any actions to scale down its military operations in Ukraine, saying Washington and its allies will continue with strong sanctions and aid for Ukraine https://reut.rs/3iMxocq"
236,Reuters,29-Mar,1," The speed of the refugee crisis resulting from Russia’s invasion of Ukraine has few modern precedents. Nearly 4 million people have fled Ukraine, a number almost too big to imagine. Each of them has a story.  "
237,Reuters,30-Mar,2,"Germany triggered an emergency plan to manage gas supplies in Europe's largest economy, an unprecedented move that could see the government ration power if there is a disruption or halt in gas supplies from Russia https://reut.rs/3uYm031"
238,Reuters,30-Mar,1,"Exclusive: Russia to keep gas contract currency unchanged in rouble switch, sources say http://reut.rs/3Nt47lf"
240,Reuters,30-Mar,0," As a groundskeeper at Lychakiv cemetery, it's not normally Stefan Ivanchuk's job to dig graves. Since the start of the war with Russia, all cemetery workers have been asked to help out as more young Ukrainians die at the front and return in coffins https://reut.rs/3tQ37zB 1/5"
241,Reuters,30-Mar,0,"China hosts Russia, U.S. officials for talks on Afghanistan http://reut.rs/36Un5QS"
242,Reuters,30-Mar,1,"Iraqi Kurdish businessman says not involved in gas export talks, region's capacity low http://reut.rs/3uJxhUD"
243,Reuters,30-Mar,0,World Bank chief says Gulf producers role critical in dampening oil volatility http://reut.rs/3Dnf3fu
244,Reuters,30-Mar,0,"Small groups of employees at Microsoft, SAP and IBM have called for management to withdraw fully from Russia in the wake of its invasion of Ukraine, according to comments on internal forums and interviews with workers familiar with the companies https://reut.rs/3JUa3l7"
245,Reuters,30-Mar,2,Ed Sheeran and Camila Cabello were among music stars who took to the stage at a televised concert aiming to raise funds for Ukraine https://reut.rs/36Xbgt8
246,Reuters,29-Mar,2,Asia shares join global rally after Ukraine-Russia talks http://reut.rs/3iOoeMp
247,Reuters,30-Mar,0,Russia and China condemn Western sanctions on Moscow over Ukraine - Russia http://reut.rs/3tO4e2X
248,Reuters,30-Mar,2,"Ukraine and its Western allies dismiss a Russian pullback from near Kyiv as a ploy to refit troops, Germany triggers an emergency plan to manage gas supplies, U.S. President Joe Biden makes lynching a hate crime, and more.  stories you need to know today"
249,Reuters,30-Mar,1,WARNING: GRAPHIC CONTENT - Russian forces bombarded the outskirts of Kyiv and a besieged city in northern Ukraine after promising to reduce attacks https://reut.rs/3Lw2LEC
250,Reuters,30-Mar,1,"From the latest on the crisis in Ukraine to a law that makes lynching a hate crime in the U.S., these are the  stories you need to know today"
251,Reuters,30-Mar,1,"Sri Lanka suffers long power cuts, lacks foreign currency to import fuel http://reut.rs/3iLxMaX"
252,Reuters,30-Mar,2,A U.S. astronaut and two Russian cosmonauts safely landed in Kazakhstan after leaving the International Space Station aboard the same capsule despite heightened antagonism between Moscow and Washington over the conflict in Ukraine https://reut.rs/3JNBFrX
253,Reuters,30-Mar,0,"'Find roubles' if you want Russian oil, grain or metals, top lawmaker says http://reut.rs/3IVqPyO"
254,Reuters,30-Mar,2,"Russia won't demand immediate switch to rouble gas payments, Kremlin says http://reut.rs/3iLC0PQ"
255,Reuters,30-Mar,0," The now twice-weekly funerals of soldiers, held at a church in the center of the city, are one of the few reminders of war. "
256,Reuters,30-Mar,0, The new graves sit in an area reserved for Ukraine's war heroes. Workers will soon build tombstones like the rows marking the graves of soldiers who died in the years since Russian forces annexed Crimea and Moscow-backed separatists seized parts of Ukraine’s eastern region 2/5
257,Reuters,30-Mar,2,"China's biggest offshore producer CNOOC is preparing to exit the North Sea's largest field in a strategic shift of focus to newer oil and gas developments and away from Western assets, banking and industry sources said"
258,Reuters,30-Mar,2,Electric vehicles are the star of the Bangkok International Motor Show due to rising petrol prices and a government subsidy taking up to 15% off the price of some EVs https://reut.rs/383dHea
259,Reuters,30-Mar,2,EXCLUSIVE China's CNOOC plans North Sea oil exit in strategic shift http://reut.rs/3iOqh3b
260,Reuters,30-Mar,2,"Britain says Russian units forced to return to Belarus, Russia to resupply http://reut.rs/3ISRJHD"
261,Reuters,30-Mar,1,Ukraine reacted with skepticism to Russia's promise in negotiations to scale down military operations around Kyiv and another city as some Western countries expected Moscow to intensify its offensive in other parts of the country https://reut.rs/38e6Z5l
262,Reuters,30-Mar,2,U.S. considers adding more ethanol to gasoline to lower pump price -sources http://reut.rs/3tRYh4S
263,Reuters,29-Mar,2,"Stocks on Wall Street rose, lifted by signs of progress in peace talks between Russia and Ukraine, while a widely tracked part of the Treasury yield curve flashed warning signs for the economy as it inverted https://reut.rs/3Nw1Ohd"
264,Reuters,30-Mar,1,Cracks widen in euro zone economy as war in Ukraine rages on http://reut.rs/3DqrwyQ
265,Reuters,30-Mar,0,Russian Americans are sending their relatives in Russia accounts of the war in Ukraine produced by Western and other media outlets that contrast with what Russian state media is reporting
266,Reuters,30-Mar,1,"New front in Ethiopian war displaces thousands, hits hopes of peace talks http://reut.rs/3ILIZDa"
267,Reuters,30-Mar,2,Music stars took to the stage at the ‘Concert for Ukraine’ in Birmingham to raise funds https://reut.rs/36Xbgt8
268,Reuters,30-Mar,0,Factbox: What happens if Russia turns off gas flows to Germany? http://reut.rs/3Dodhur
269,Reuters,30-Mar,1,"Dow, S&P close lower after 4 days of gains as Russia bombs Ukraine http://reut.rs/38gqnyD"
270,Reuters,30-Mar,2,"EU readying new Russia sanctions, may retaliate over rouble payments for gas - sources http://reut.rs/3NA72sk"
271,Reuters,30-Mar,1,"Shelling in almost all frontline cities in Ukraine's Donetsk region, local governor says http://reut.rs/3qM5YIb"
272,Reuters,30-Mar,1,"Since the start of the war with Russia, all of the workers at the Lychakiv cemetery in the Ukrainian city of Lviv, even the security guard, have been asked to help out in digging graves as more young Ukrainians die at the front and return home in coffins"
273,Reuters,30-Mar,2,Scholz to Zelenskiy: Germany ready to act as security guarantor for Ukraine http://reut.rs/3tTEhz7
274,Reuters,30-Mar,0,"Explainer: Mariupol a strategic prize for Russia, symbol of resistance for Ukraine http://reut.rs/3NwQsJL"
275,Reuters,29-Mar,1,"Oil rebounds on tight supply, prospects of new Russia sanctions http://reut.rs/3IXMJSg"
276,Reuters,30-Mar,0,"Russia's top lawmaker warned the European Union that if it wanted Russian natural gas then it would have to pay in roubles, and cautioned that oil, grain, metals, fertiliser, coal and timber exports could also soon be priced the same way"
277,Reuters,30-Mar,1,"Germany declared an ‘early warning� �� of a possible gas supply emergency, saying the measure was designed to prepare for the risk of disruption or stoppage of natural gas flows from Russia"
278,Reuters,30-Mar,1,Breakingviews - China-U.S. ties will degrade regardless of Russia
279,Reuters,30-Mar,1," A month into Ukraine's war with Russia, gravediggers of Lviv mourn the dead"
280,Reuters,30-Mar,1,"Hackers who crippled tens of thousands of satellite modems in Ukraine and across Europe are still trying to hobble U.S. telecommunications company Viasat as it works to bring its users back online, a company official told "
281,Reuters,30-Mar,0, Gravediggers of Lviv mourn the dead a month into Ukraine's war with Russia
282,The Economist,28-Feb,0,Europe gets around a quarter of its energy from gas. In 2019 Russia supplied over 40% of that gas
283,The Economist,1-Mar,0,"The people are anxious, but united like never before.” On “The Intelligence” a war diary from a Kharkiv resident reveals the brutal push for a city central to Russia's campaign https://econ.st/3th60rL"
284,The Economist,1-Mar,0,"After the annexation of Crimea in 2014 and the sanctions that followed, many foreign lenders cut or reduced their exposure to Russia"
285,The Economist,1-Mar,2,"Some Russians are joining the online protest against war in Ukraine, using the hashtag #нетвойне, which means “no war”. Russian authorities have responded by tightening their grip on the internet https://econ.st/3IxFC3b"
286,The Economist,1-Mar,0,Recent data from Russia have a dubious lack of variation
287,The Economist,28-Feb,2,"Russia’s propaganda machine has been struggling to keep reality at bay. Actors, businessfolk and even some politicians are starting to speak out https://econ.st/36RqDDx"
288,The Economist,28-Feb,0,The immediate question is how much further Russia is prepared to go to subdue its neighbour. This map shows the areas of reported Russian control
289,The Economist,28-Feb,1,"Few expect the bloodshed to end soon. This map shows the parts of the north, east and south of Ukraine where a force of 150,000 troops is advancing"
290,The Economist,1-Mar,2,"Actors, businessfolk and even some politicians are starting to speak out. A flood of support for Ukraine from around the world and disgust with the Kremlin’s aggression is breaking through propaganda https://econ.st/3MbysUE"
291,The Economist,1-Mar,1,"Ukraine’s capital is not yet surrounded, but may soon be"
292,The Economist,1-Mar,1,"From “the aggressive use of military force” to “the new Russia-China entente,” America’s former national security adviser says the crisis in Ukraine has lessons to offer"
293,The Economist,1-Mar,0,"Volodymyr Zelensky, Ukraine’s president, made this appeal to the Russian people who have protested against the fratricidal war that is being waged in their name https://econ.st/3Macf9v"
294,The Economist,28-Feb,1,"The war may be entering an “uglier stage”, in which Russia may not work as hard at avoiding civilian casualties"
295,The Economist,1-Mar,1,Putin has a history of cracking down on those who oppose him. The message to Russia's young people has been clear: sit still and keep quiet.⁠
296,The Economist,28-Feb,0,"Many residents, and those arriving, hope the city is peripheral to Vladimir Putin’s plans for Ukraine"
297,The Economist,28-Feb,0,We are following the war between Russia and Ukraine closely.
298,The Economist,1-Mar,1,Vladimir Putin’s gamble on a quick war has failed—now he appears set on a grim one
299,The Economist,1-Mar,1,"For young people in Russia, opposition has long been met with intimidation. 1843 magazine met some of them last year"
300,The Economist,1-Mar,0,The battle for online likes and shares is part of Ukraine’s strategy to shape the views of Western voters—and spur their governments into action
301,The Economist,1-Mar,0,The Russian invasion of Ukraine is not going to plan. The president has made three key mistakes
302,The Economist,28-Feb,0,"As a member of NATO, Poland now seems like a safe haven for Ukrainians. Any attack on it by Russia would trigger the alliance’s mutual-defence provisions"
303,The Economist,1-Mar,0,"The run-up to the invasion saw the websites of Ukraine's government and banks knocked temporarily offline, and the discovery of malware designed to delete files on Ukrainian computer systems"
304,The Economist,28-Feb,2,"If Vladimir Putin has to destroy cities like Kyiv and Kharkiv in order to impose a puppet government on Ukraine, he will in an important sense have already lost the war"
305,The Economist,28-Feb,0,"Outside of Russia, the hashtag was found in 91 other countries including Ukraine, Belarus, America and China"
306,The Economist,1-Mar,2,“We all help one another and try to comfort each other.” Since Russia’s invasion of Ukraine began “The Intelligence” has been speaking daily to a resident of Kharkiv
307,The Economist,1-Mar,0,"Today on “The Intelligence”: a war diary from a resident of Kharkiv, a new mining boom in the American West and some big news about “The Intelligence”, over lunch"
308,The Economist,1-Mar,0,Cyber-attacks were expected to play a key role in Russia's invasion of Ukraine. Their absence is notable and there are several theories as to why
309,The Economist,28-Feb,0,"Standing to attention in a way that would make any sergeant major weep with frustration, new recruits to Ukraine’s Territorial Defence force lined up. “Glory to the heroes!” they roared"
310,The Economist,1-Mar,1,Almost all Ukrainians say they wish to return to their homeland and rebuild it when the war ends. But no one knows when or how that will happen
311,The Economist,28-Feb,0,"Some half a million people have already left Ukraine since the war began, according to the UN"
312,The Economist,1-Mar,2,Public outcry against Russia’s attack on social media has translated into policy change by governments and businesses
313,The Economist,1-Mar,2,"Many people are fleeing but Ukraine is pulling together, "
314,The Economist,1-Mar,1,"“The real unknown remains whether the widespread spontaneous outrage is sustainable, or whether the West lapses back into complacency regarding Russia and other potential international aggressors,” writes "
315,The Economist,1-Mar,0,“Cyber is the dog that hasn’t barked in this war so far.” Defence editor 
316,The Economist,28-Feb,0,Russia’s biggest problem appears to be logistics
317,The Economist,1-Mar,0,"Russian state-owned media organisations have been banned or restricted in many countries. But inside Russia, how is its propaganda machine talking about the war in Ukraine? We explain "
318,The Economist,28-Feb,1,The cost of war on civilians is becoming apparent. Our reporters on the ground in Ukraine show how
319,The Economist,1-Mar,2,"Within and outside Russia, people are joining the online protest against war in Ukraine, using the hashtag #нетвойне, which means “no war”. "
320,The Economist,1-Mar,2,"It is not clear how long Russians will believe what their TVs are telling them. The more people suspect what is really happening, the more brutally Vladimir Putin may treat those who tell the truth about what he is doing to Ukraine, and to Russia https://econ.st/3MbysUE"
321,The Economist,28-Feb,2,"We found anti-war posts coming from Russia’s 50 largest cities, across all 11 time zones and in 83 out of 85 federal subjects"
322,The Economist,1-Mar,0,“Who could imagine this? In 2022?” 
323,The Economist,28-Feb,2,But a flood of support for Ukraine from around the world is breaking through propaganda barriers
324,The Economist,1-Mar,2,"After images of Russia's attack began to circulate on social media, the share of Britons in favour of sending weapons to Ukraine rose from 46% to 60%"
325,The Economist,1-Mar,1,"Vladimir Putin claims Russia is not conducting a war, but a nearly bloodless military operation to free its Ukrainian brothers. But the truth is breaking through"
326,The Economist,1-Mar,1,Volodymyr Zelensky said that the missiles that recently fell on Kharkiv were deliberately targeted at civilians and described the attack as a war crime
327,The Economist,2-Mar,1,Vladimir Putin’s nuclear threat shows how much is going wrong for him in Ukraine. Why won't Russia leave its neighbour alone? 
328,The Economist,2-Mar,2,"""We stand with you, this is not your fault""—Malala Yousafzai sends a message to young people in Ukraine."
329,The Economist,2-Mar,0,What sounds like a humanitarian measure is also an act of war. We explain why
330,The Economist,2-Mar,1,Western banks are significantly less exposed to Russia than they were a decade ago. But bank chiefs caution that broader financial contagion cannot be ruled out
331,The Economist,2-Mar,0,"In the 1990s and 2000s, many Western armies began substituting precision-guided munitions for traditional artillery. But Russia hung on to its guns"
332,The Economist,2-Mar,1,"Following Russia’s invasion of Ukraine, the West has responded with unprecedented financial sanctions. On our “Money Talks” podcast, we assess their impact on Russia’s economy and the world order"
333,The Economist,2-Mar,1,"After one week of a war that has killed more than 2,000 Ukrainian civilians, according to the Ukrainian government, Vladimir Putin now has a territorial trophy to show for it"
334,The Economist,2-Mar,0,The prospect of facing legal charges might possibly deter some of Vladimir Putin’s lieutenants from following orders to commit war crimes
335,The Economist,1-Mar,0,"It is one thing to think Russia is in breach of international laws, quite another to bring any Russian, let alone its head of state, to the world court"
336,The Economist,1-Mar,1,China and Russia agree that big countries should run the world
337,The Economist,2-Mar,0,"“He has a very hard, deep set of views.” John Tefft, a former US ambassador to Russia, tells our “Checks and Balance” podcast what makes Vladimir Putin tick  https://econ.st/3pQtdAr"
338,The Economist,2-Mar,0,"“When our great-grandchildren do their history lessons, Vladimir Putin doesn’t just want to be a couple of paragraphs, he wants to be a chapter.” "
339,The Economist,2-Mar,2,"Since it gained independence in 1991, Ukraine has struggled to find heroes around whom to build a national myth. But the past days have produced dozens"
340,The Economist,2-Mar,1,"Inflation is on the increase around the world, driven in large part by supply shortages and spiralling oil prices. In Brazil it has been exacerbated by the worst drought in 90 years"
341,The Economist,2-Mar,2,Three-quarters of Ukrainians aged over 13 are active on social media. They are the ones filming the videos of war that catch the world’s attention
342,The Economist,2-Mar,2,"Some Russians are joining the online protest against war in Ukraine, using the hashtag #нетвойне, which means “no war”. "
343,The Economist,1-Mar,1,"In one sense, indiscriminate violence has worked for Russia in the past. Yet a few lessons stand out"
344,The Economist,2-Mar,1,NATO countries say that a no-fly zone is too risky. But Ukraine’s former defence minister disagrees—and believes that it “could avert a humanitarian disaster”
345,The Economist,1-Mar,1,"As Western sanctions bite, bank runs in Russia suggest a sense of crisis among its citizens"
346,The Economist,2-Mar,0,“History is treading heavily over this land again.” 
347,The Economist,2-Mar,0,"Ukraine’s president, Volodymyr Zelensky, has become cooler than St Petersburg grime with his defiant social media videos"
348,The Economist,2-Mar,1,"Xi Jinping and his government maintain a pose of pseudo-neutrality towards the conflict in Ukraine, but nobody doubts China's pro-Russian lean"
349,The Economist,2-Mar,1,"China is treading a very fine line on Ukraine, "
350,The Economist,2-Mar,0,"Russia has not recognised the International Criminal Court since 2016, when the court classified its annexation of Crimea as an occupation"
351,The Economist,2-Mar,1, Russia’s defence ministry claims that its forces have taken control of the port city of Kherson. Local authorities deny this. 
352,The Economist,2-Mar,1,An investigation—assuming it goes ahead—could deepen Russia’s already profound diplomatic isolation
353,The Economist,1-Mar,1,Excluding Russia from SWIFT will make it harder for Western banks to collect payments on their loans
354,The Economist,1-Mar,0,What can America do now to help Ukraine? On “Checks and Balance”:
355,The Economist,2-Mar,1,The refugees who crossed the border from Ukraine to Poland looked exhausted and unslept. Read Wendell Steavenson’s eyewitness account for 
356,The Economist,2-Mar,0,"As the bombardment of Ukraine intensifies, Russia’s leading opposition figure has called on people around the world to protest against Vladimir Putin. Read "
357,The Economist,2-Mar,1,"Ukraine aside, the gaffe-laden speech does nothing to turn Democrats’ problems around"
358,The Economist,2-Mar,0,"If they believed President Putin’s goal was a modern economy that he would not jeopardise by invading Ukraine, they were wrong"
359,The Economist,1-Mar,0,There is prima facie evidence that Russia has committed at least three of the four main crimes prosecuted by the International Criminal Court
360,The Economist,2-Mar,0,"China sees NATO as a tool of American aggression, and blames the expansion of the alliance for the war in Ukraine"
361,The Economist,2-Mar,0,"“It’s not the fault of the Russian citizens,” said Vova, looking up from his phone, “it’s the fault of Putin.” "
362,The Economist,2-Mar,0,Will war in Ukraine lead to a wider cyber-conflict? Our editors 
363,The Economist,2-Mar,0,"Countries arming Ukraine “cannot fail to understand the degree of danger” they are flirting with, says Russia’s foreign ministry. Suppliers seem undaunted"
364,The Economist,1-Mar,0,"Even with sophisticated methods at its disposal, Russia has a very different” targeting principles from those of NATO countries, says an analyst at the Royal United Services Institute"
365,The Economist,2-Mar,0,"Volodymyr Zelensky has requested that the West “impose a no-fly zone over significant parts of Ukraine”. We explain what the measure is, and why it comes at a cost"
366,The Economist,2-Mar,0,"“I personally believe you are going to see a significant uptick in cyber activity as an extension of this conflict.” Mike Rogers, former head of "
367,The Economist,2-Mar,1," Today on “The Intelligence”: China’s dilemma over Ukraine, how to spot manipulation of covid-19 death tolls, and why women are less likely than men to be corrupt"
368,The Economist,2-Mar,2,"A no-fly zone “will stop Russia from launching devastating missile strikes, dropping bombs or undertaking large-scale air assault operations,” writes Ukraine’s former defence minister in a guest commentary"
369,The Economist,3-Mar,1,"After invading Ukraine nearly a week ago, Vladimir Putin has ordered Russia’s nuclear forces to be on high alert. "
370,The Economist,3-Mar,0,"The defence industry normally moves slowly, bogged down by annual budgets and contractual wrangling. So the next weapons to reach Ukraine will probably be those that are already approved, ordered, paid for and lying around"
371,The Economist,3-Mar,0,Some instances of violence in Ukraine that might meet the criteria have been captured on phones
372,The Economist,3-Mar,0,Its central bank holds about $600bn in currency reserves. But around $400bn of this war chest could now be subject to sanctions
373,The Economist,3-Mar,0,How far will America go in standing up to Russian aggression? Our “Checks and Balance” podcast looks at its response to the war in Ukraine https://econ.st/3hwJDt6
374,The Economist,3-Mar,2,All this changes little for people in Kharkiv right now. Since Russia’s invasion of Ukraine began “The Intelligence” has been speaking daily to a resident of Ukraine’s second-largest city https://econ.trib.al/RnpTjMa
375,The Economist,3-Mar,0,“Russia has tried to reduce its financial linkages with the Western system…the exception to that is the energy impulse that Russia has through the global economy.” 
376,The Economist,3-Mar,0,The most decisive breaks with Russia came from entities with the least to lose
377,The Economist,3-Mar,1,"The shock from sanctions could lead to a coup or a cash-crunch that impedes Russia’s war machine. But Vladimir Putin could retaliate with his own economic weapons, including strangling the flow of gas"
378,The Economist,3-Mar,2,"About 90,000 have so far reached European countries beyond Ukraine’s immediate neighbours"
379,The Economist,3-Mar,2,"Accusations of war crimes are growing louder. Volodymyr Zelensky said the missiles that recently rained down on Kharkiv, the country's second-largest city, was once such https://econ.trib.al/KCQs2In"
380,The Economist,3-Mar,0,Yesterday 39 countries asked the prosecutor of the International Criminal Court to open an immediate investigation into possible war crimes committed by Russia in Ukraine https://econ.trib.al/XydBoC5
381,The Economist,3-Mar,2,"In a country fast turning totalitarian, there is plenty of room for bravery. More than 1m people in Russia have signed a petition against the war"
382,The Economist,3-Mar,0,Thirty-nine governments—a record number—appealed to the ICC to open an investigation into possible war crimes committed by Russia in Ukraine
383,The Economist,3-Mar,1,"The West’s measures have triggered chaos in Russia’s $1.6trn economy. This will cause alarm around the world, not least in China, which will recalculate the costs of a war over Taiwan"
384,The Economist,3-Mar,0,One Brighton Beach resident says she imagines Volodymyr Zelensky as “an eagle with his wings spread wide over Ukraine”
385,The Economist,3-Mar,1,"Still an investigation by the ICC could deepen Russia’s diplomatic isolation, open up other legal routes against Vladimir Putin and deter his officers from following orders to commit war crimes https://econ.trib.al/XydBoC5"
386,The Economist,3-Mar,0,The Economist is following the war in Ukraine closely. Our coverage describes what’s at stake and what might happen next
387,The Economist,3-Mar,2,"“If there is anything in Russia you can be proud of right now, it is those people who have been detained,” Alexei Navalny, Russia’s jailed opposition leader, wrote in a statement"
388,The Economist,3-Mar,0,What can America do now to help Ukraine? 
389,The Economist,3-Mar,1,The military build-up around Ukraine is the biggest concentration of firepower in Europe since the cold war
390,The Economist,3-Mar,1,The West's priority must be to win the economic confrontation with Russia. Then it must create a doctrine to govern these measures to prevent a broader shift towards autarky
391,The Economist,3-Mar,1,"He is committing war crimes in Ukraine. At home, he is subjecting his people to the harshest state terror since Stalin. And to the West, he is issuing threats of nuclear war. The world must stand up to him"
392,The Economist,3-Mar,1,"From the start, Vladimir Putin has made clear that this is a war of escalation. He threatens to be more destructive even if that means resorting to a nuclear weapon. The world must stand up to him. Our cover this week https://econ.st/3pvchPp"
393,The Economist,3-Mar,1,"More than the people of any other country in Asia, people in Taiwan are stirred by the plight of Ukraine"
394,The Economist,3-Mar,1,Traders usually thrive in times of conflict by keeping their heads down and capitalising on volatility. Not this time
395,The Economist,3-Mar,1,Fighting in Ukraine has intensified. 
396,The Economist,3-Mar,1,"If he prevails in Ukraine today, his next fix will be in Georgia, Moldova or the Baltic states. He will not stop until he is stopped. The world must stand up to him"
397,The Economist,3-Mar,0,"“The crisis is not in Ukraine,” writes "
398,The Economist,3-Mar,1,The speed of the actions and the number of countries involved showed the seriousness with which the world is taking charges of war crimes against Vladimir Putin’s regime
399,The Economist,3-Mar,0,"One goal of Russia’s advance in Ukraine is to create a “land bridge” that connects the Russian-speaking Donbas, and Russia itself, with Crimea, which it annexed in 2014. "
400,The Economist,3-Mar,1,"From the start, he has made clear that this is a war of escalation. He threatens to be more destructive even if that means resorting to a nuclear weapon. The world must stand up to him"
401,The Economist,3-Mar,0,The world must be willing to bleed Vladimir Putin’s regime of the resources that enable him to wage war and abuse his own people even if that imposes costs on Western economies
402,The Economist,3-Mar,2,"Unloved he may be, but Emmanuel Macron now gets grudging respect in France. Fully 58% think he has “risen to the challenge” over Ukraine"
403,The Economist,3-Mar,0,"""This is my plea, from a humble farmer in Ukraine to the people of the world: please ask your governments to stop this reckless war"""
404,The Economist,3-Mar,1,"There is evidence that Russia has committed at least three of the four main crimes prosecuted by the ICC: war crimes, crimes against humanity and crimes of aggression https://econ.trib.al/XydBoC5"
405,The Economist,3-Mar,0,"Is Vladimir Putin a war criminal? And if so, is it possible to charge him? A thread  https://econ.trib.al/XydBoC5"
406,The Economist,3-Mar,1,"Vladimir Putin’s horrific war in Ukraine has exposed the contradictions of some of Emmanuel Macron’s chief opponents: Eric Zemmour, a far-right polemicist, Marine Le Pen, and Jean-Luc Mélenchon, a hard-left firebrand"
407,The Economist,3-Mar,2,"Emmanuel Macron’s campaign will be just five weeks, set against the backdrop of war in Europe. Both factors are likely to favour him"
408,The Economist,3-Mar,1,"Yesterday Boris Johnson, the prime minister of Britain, also accused Vladimir Putin of committing a war crime. Russian shelling has already killed at least 21 civilians in Kharkiv  https://econ.trib.al/XydBoC5"
409,The Economist,3-Mar,0,"“It’s an imperfect science and art, and when you have a desire to use sanctions in maximalist form…you are going to have innocent people who are affected economically.” "
410,The Economist,3-Mar,0,Russia rejects the jurisdiction of the ICC. But there is no serious doubt that Russia has broken international law
411,The Economist,3-Mar,1, Four large explosions were reported overnight in Kyiv.
412,The Economist,4-Mar,0,American officials think the relationship between Russia and China will allow them to fuse their alliances in Europe and Asia into a stronger whole
413,The Economist,4-Mar,1,It should be made clear that economy-wide sanctions of the devastating kind being used against Russia are reserved for the worst acts of aggression and war
414,The Economist,4-Mar,1,"Russia may be using control of Ukraine’s nuclear power plants to “leverage terror over Europe”, says an energy lawyer formerly in Kyiv"
415,The Economist,4-Mar,0,Ukraine’s volunteer forces are using old tyres and digging makeshift trenches to defend themselves against Russia’s mighty army. From 
416,The Economist,4-Mar,1,"A Russian military convoy, no less than 60km long, has been moving at snail’s pace towards the capital. It epitomises Russia’s plodding approach to the war so far. Read why "
417,The Economist,4-Mar,1,"The exodus from Ukraine has been sudden, but its effects will endure for years"
418,The Economist,4-Mar,1,"Russia, one economist says, is sliding back into the dark post­-So­viet 1990s, the dismal period which Vladimir Putin says was forced on it by the West and from which he liberated it"
419,The Economist,4-Mar,1,"From the start, Vladimir Putin has made clear that this is a war of escalation. He threatens to be more destructive even if that means resorting to a nuclear weapon. The world must stand up to him. "
420,The Economist,4-Mar,1,"Even before Russia invaded Ukraine, emerging markets were braced for a testing year. The conflict threatens to lengthen a list of woes"
421,The Economist,4-Mar,0,The most obvious way to inflict more economic pain would be to target Russia’s oil and gas exports. But the costs that would impose on Europe make sanctions a double-edged sword
423,The Economist,4-Mar,0,"“Throughout the past decade, maintaining the status quo was the bottom line of German foreign policy,” writes "
424,The Economist,4-Mar,1,Just one of six reactors at Zaporizhzhia nuclear plant is running at 60% capacity. Energy shortages have the potential to cause great suffering in Ukraine
425,The Economist,4-Mar,0,We are following the war in Ukraine closely. Stay up to date on the latest developments here 
426,The Economist,4-Mar,0,"America and its allies now face the question of how much further to go with sanctions on Russia, and when"
427,The Economist,4-Mar,2,"The war has started consolidating Europe’s belief in itself and its ideals, and may increase its willingness to fight for them"
428,The Economist,4-Mar,0,Volodymyr Zelensky’s charisma and acting background have suited him perfectly to a war immersed in social media
429,The Economist,4-Mar,2,"“This is a very generous response.” Refugees from Ukraine are finding welcome across Europe, "
430,The Economist,4-Mar,0,Supplying a large invasion force in a huge country would stress any army. But Russia has further woes
