label,name,time,commt
1,Reuters,5-Mar,"Russia calls on EU, NATO to stop arms supplies to Ukraine http://reut.rs/35TXqHl"
1,Reuters,5-Mar,Mastercard suspends Russian operations over Ukraine invasions http://reut.rs/3hErREc
1,Reuters,5-Mar,Factbox: Sporting world reacts to Russia's invasion of Ukraine http://reut.rs/3MpZqIj
1,Reuters,5-Mar,"Russia's demand for written U.S. guarantees that sanctions on Moscow would not damage Russian cooperation with Iran is ‘not constructive’ for talks between Tehran and global powers to revive a 2015 nuclear deal, a senior Iranian official said https://reut.rs/34lHNby"
1,Reuters,5-Mar,UK accuses Russia of using Mariupol ceasefire plan to reset forces http://reut.rs/3KjdelV
1,Reuters,5-Mar,"Visa, Mastercard suspend operations in Russia over Ukraine invasion http://reut.rs/35PaQED"
1,Reuters,5-Mar,"Turkey and U.S. will coordinate response to Ukraine war, Ankara says http://reut.rs/3sK5S5d"
1,Reuters,5-Mar,Putin says Western sanctions are akin to declaration of war http://reut.rs/3HFqMGF
1,Reuters,5-Mar,Canada tells citizens to leave Russia due to unpredictable security situation http://reut.rs/3IOSmCL
1,Reuters,5-Mar,"Ukraine has asked Bennett to mediate with Russia, citing Israel’s good ties to both Kyiv and Moscow. Putin has previously been cool to the idea"
1,Reuters,5-Mar,India set to export record 7 mln tonnes wheat this year http://reut.rs/3Cf2rqi
1,Reuters,5-Mar,Russia protests to U.S. envoy over senator's call to 'take out' Putin http://reut.rs/3Kg7WaY
1,Reuters,5-Mar,Puma suspends operation of all its stores in Russia http://reut.rs/3pHDqyR
1,Reuters,5-Mar,Large crowds gather in Hamburg and Paris to protest Russia's war in Ukraine http://reut.rs/3CkUsrQ
1,Reuters,5-Mar,India set to export record 7 mln tonnes wheat this year http://reut.rs/3CjxWQ8
1,Reuters,5-Mar,UK's Johnson sets out six-point response to Russia's invasion of Ukraine http://reut.rs/3CjMcIE
1,Reuters,5-Mar,Evacuation trains from war zone pour into Lviv in western Ukraine http://reut.rs/3hKpCPP
1,Reuters,5-Mar,"Ukraine president says he spoke to Musk, will get more Starlink internet terminals http://reut.rs/3Keq4BS"
1,Reuters,5-Mar,Factbox: Sporting world reacts to Russia's invasion of Ukraine http://reut.rs/3vHweqc
1,Reuters,5-Mar,"Russia may allow outside firms to maintain airliners amid sanctions, Tass says http://reut.rs/3Cf4D0M"
1,Reuters,5-Mar,Russia vows proportionate sanctions against British interests http://reut.rs/376X2WL
1,Reuters,6-Mar,‘It's frankly miraculous that they have allowed the Ukrainian Air Force to remain operational eight days into the war’: Mason Clark of the Institute for the Study of War in Washington D.C. says that Russia has yet to bring full military force to Ukraine https://reut.rs/3MqQ1jF
1,Reuters,6-Mar,"Turkey and U.S. will coordinate response to Ukraine war, Ankara says http://reut.rs/3tyYUPG"
1,Reuters,6-Mar,"Italian, German public broadcasters suspend reporting in Russia over new media law http://reut.rs/35CGZiS"
1,Reuters,6-Mar,"Analysis: As Russia avoids energy sanctions, oil majors flee but TotalEnergies stays http://reut.rs/3CeIuzX"
1,Reuters,6-Mar,"U.S. WNBA All-Star Griner detained in Russia, customs service cites hash possession http://reut.rs/3Chz0DY"
1,Reuters,6-Mar,Blinken speaks with Chinese foreign minister on Ukraine: State Dept. http://reut.rs/3MjtHsa
1,Reuters,6-Mar,"Russia calls on EU, NATO to stop arms supplies to Ukraine http://reut.rs/3IFYEoh"
1,Reuters,6-Mar,Austria's OMV joins energy rivals in pulling back from Russia http://reut.rs/3vIQnwa
1,Reuters,6-Mar,Vanguard will not restrict its active managers' decisions on Russia http://reut.rs/3CfobCr
1,Reuters,6-Mar,IMF says war in Ukraine will have 'severe impact' on global economy http://reut.rs/35NnwvM
1,Reuters,6-Mar,CERAWEEK Energy conference returns to Houston as Ukraine conflict puts market in turmoil http://reut.rs/3sNOe08
1,Reuters,6-Mar,Pakistani premier hits out at Western envoys' joint letter on Russia http://reut.rs/3tw5ypH
1,Reuters,6-Mar,U.S. working to secure release of basketball star detained by Russia http://reut.rs/35QMsCz
1,Reuters,6-Mar,"President Vladimir Putin warned Ukraine that Russia's military operation would only be halted only if Kyiv stopped resisting, as a second attempt to establish a humanitarian corridor out of the besieged city of Mariupol failed https://reut.rs/34iWwnB"
1,Reuters,6-Mar,"Russian President Vladimir Putin said his campaign in Ukraine was going according to plan and would not end until Kyiv stopped fighting, as efforts to evacuate the heavily bombarded city of Mariupol failed for a second day in a row https://reut.rs/34iWwnB"
1,Reuters,6-Mar,"A protester in the Urals city of Yekaterinburg was shown being beaten on the ground by police in riot gear as more than 4,300 people were detained in Russia-wide demonstrations against President Vladimir Putin's invasion of Ukraine https://reut.rs/3ISJGLJ"
1,Reuters,6-Mar,Putin says Ukraine responsible for March 3 power plant incident - Kremlin http://reut.rs/3Ms5AI4
1,Reuters,6-Mar,UK PM Johnson pledges to work with allies on defensive aid for Ukraine http://reut.rs/35ubqIj
1,Reuters,6-Mar,Pope Francis says 'rivers of blood' flowing in Ukraine war http://reut.rs/3vJBQ3l
1,Reuters,6-Mar,"Ukraine open to discussing 'non-NATO models', negotiator tells Fox News http://reut.rs/3sMhW5T"
1,Reuters,6-Mar,Japan Inc feels the heat over Russia ties as rivals shun Moscow http://reut.rs/3pDWv5a
1,Reuters,6-Mar,French food group Danone suspends investments in Russia http://reut.rs/3KkBsfQ
1,Reuters,6-Mar,U.S. sees 'very credible reports' of deliberate attacks on civilians in Ukraine http://reut.rs/3sNRFnW
1,Reuters,6-Mar,"U.S. gasoline prices soar to highest since 2008 on Russia conflict, AAA says http://reut.rs/3ty88vA"
1,Reuters,6-Mar,"TikTok suspends livestreaming, new uploads in Russia http://reut.rs/3KlaIeZ"
1,Reuters,6-Mar,"Ukraine open to discussing 'non-NATO models', negotiator tells Fox News http://reut.rs/3sLxMhd"
1,Reuters,6-Mar,American Express suspends operations in Russia and Belarus http://reut.rs/3KmM6m2
1,Reuters,6-Mar,"U.S., Europeans discussing banning Russian oil imports, Blinken says http://reut.rs/3MswOOt"
1,Reuters,6-Mar,France and Britain trade barbs over treatment of Ukraine refugees in Calais http://reut.rs/3Cg1ZrO
1,Reuters,6-Mar,LIVE: Ukrainians in Argentina protest the conflict in Ukraine
1,Reuters,6-Mar,"TikTok suspends livestreaming, new uploads in Russia http://reut.rs/3sKgiS5"
1,Reuters,6-Mar,Ukraine introduces export licences for key agricultural commodities http://reut.rs/3pHqSYk
1,Reuters,6-Mar,French official: Macron urged Putin to end military operations and protect Ukraine nuclear sites http://reut.rs/35W12sE
1,Reuters,6-Mar,Netflix suspends service in Russia -report http://reut.rs/3sN9dAz
1,Reuters,6-Mar,Erdogan urges Putin to declare Ukraine ceasefire and make peace http://reut.rs/3HL6Ke8
1,Reuters,6-Mar,"Evacuation of Ukraine's Mariupol fails again, stranding civilians under siege http://reut.rs/3Ci9DBM"
1,Reuters,6-Mar,Blinken says Ukraine sanctions on Russia not linked with Iran nuclear talks http://reut.rs/3CkkVpf
1,Reuters,6-Mar,"U.S., European allies discuss banning imports of Russian oil http://reut.rs/3tCndMs"
1,Reuters,6-Mar,UK PM Johnson pledges to work with allies on defensive aid for Ukraine http://reut.rs/3MrbHvY
1,Reuters,6-Mar,"Russia is tightening its grip on Ukraine nuclear plant, says U.N. watchdog http://reut.rs/3tzn24z"
1,Reuters,6-Mar,UK seeks to quicken sanctions process to increase pressure on Russia http://reut.rs/3vHmhZQ
1,Reuters,6-Mar,Russia warns sovereign bond holders that payments depend on sanctions http://reut.rs/3MqM0f6
1,Reuters,6-Mar,Some Goldman Sachs employees moving out of Russia to Dubai -Bloomberg News http://reut.rs/35TFRHo
1,Reuters,7-Mar,"More than 4,300 detained at anti-war protests in Russia http://reut.rs/3hL56P8"
1,Reuters,7-Mar,UK seeks to quicken sanctions process to increase pressure on Russia http://reut.rs/3KovNVM
1,Reuters,7-Mar,Bolshoi Theatre's chief conductor quits after pressure to condemn Ukraine invasion http://reut.rs/3vGOYX1
1,Reuters,7-Mar,Ukraine and Russia to face off at World Court over genocide claim http://reut.rs/3sMQJ2W
1,Reuters,7-Mar,"Ukraine envoy to U.S. calls Russia 'terrorist state,' urges tougher sanctions http://reut.rs/3IHDF4t"
1,Reuters,7-Mar,French food group Danone suspends investments in Russia http://reut.rs/3vHAGoS
1,Reuters,7-Mar,Accounting firms KPMG and PwC to exit Russia http://reut.rs/3IT5t5Z
1,Reuters,7-Mar,Yastremska to donate Lyon prize money to aid war torn Ukraine http://reut.rs/3J3w8gJ
1,Reuters,7-Mar,Ukraine introduces export licences for key agricultural commodities http://reut.rs/3MlD9LE
1,Reuters,7-Mar,"Staff at Ukraine's Zaporizhzhia nuclear plant under Russian orders,  IAEA says http://reut.rs/3tyypdd"
1,Reuters,7-Mar,"Michael Ferkol,  who says he served in the U.S. Army as an engineer, was studying in Rome when he heard President Zelenskiy’s appeal for foreign fighters in Ukraine. Within days, Ferkol presented himself at a military recruiting office in Lviv https://reut.rs/3MpEXDz"
1,Reuters,7-Mar,Foreign fighters say they volunteered to fight for Ukraine to halt what they view as an unprovoked attack by Russia in a once-in-a-generation showdown between the forces of democracy and dictatorship https://reut.rs/3w33nNx
1,Reuters,7-Mar,U.S. lawmakers put pressure on Biden to help with transfer of European aircraft to Ukraine http://reut.rs/3hNPudr
1,Reuters,7-Mar,UK refuses to drop visa requirement for Ukraine refugees http://reut.rs/3ITvoua
1,Reuters,7-Mar,"Russian President Vladimir Putin has now deployed into Ukraine nearly 100% of the more than 150,000 forces that he had pre-staged outside the country before the invasion, a senior U.S. defense official said https://reut.rs/3IVBV7O"
1,Reuters,7-Mar,"Shipping Russia banned goods may lead to blacklisting, U.S. warns companies http://reut.rs/3606k6s"
1,Reuters,7-Mar,LIVE: UNSC briefing on the humanitarian crisis in Ukraine
1,Reuters,7-Mar,CORRECTION: Wheat prices jumped to a 14-year high over concerns about global supplies amid the escalating conflict in Ukraine We are deleting tweets with a video containing footage from a source we couldn't verify previously
1,Reuters,7-Mar,"As Russia invades Ukraine, some young social media users are experiencing the conflict from the front lines on TikTok"
1,Reuters,7-Mar,"EU to phase out Russian gas, oil, coal imports - leaders' draft http://reut.rs/3vMBgSh"
1,Reuters,7-Mar,"Analysis: Naming and shaming Russia not part of pope's diplomatic playbook, experts say http://reut.rs/3tyZ8Gx"
1,Reuters,7-Mar,"Ukraine wants direct talks between Zelenskiy and Russia's Putin, says foreign minister http://reut.rs/3tFJSHM"
1,Reuters,7-Mar,Bulgaria may seek exception to any EU sanctions on Russian gas and oil http://reut.rs/3sPYHZf
1,Reuters,7-Mar,"For foreign fighters, Ukraine offers purpose, camaraderie and a cause http://reut.rs/3IQkOEk"
1,Reuters,7-Mar,"Russia warns West of $300 per barrel oil, cuts to EU gas supply http://reut.rs/3tvGuze"
1,Reuters,7-Mar,France's Macron sees no impending breakthrough with Russians on Ukraine war http://reut.rs/3MHSyq3
1,Reuters,7-Mar,United suspends some India flights after Russia overflight ban http://reut.rs/3CmuwvH
1,Reuters,7-Mar,The CERAWeek Energy conference kicks off in Houston as Russia's invasion of Ukraine leaves the oil market in turmoil https://reut.rs/3pGmQ2b
1,Reuters,7-Mar,"Wall Street's main indexes fell sharply, with the Dow confirming a correction and the Nasdaq confirming it was in a bear market, as the prospect of a ban on oil imports from Russia sent crude prices higher https://reut.rs/34kNWoa"
1,Reuters,7-Mar,"EU to phase out Russian gas, oil, coal imports - leaders' draft http://reut.rs/3pNVebB"
1,Reuters,7-Mar,"‘I know that this war against Putin is a war he couldn't win’: Kateryna Laskari, who left her home in Kyiv two days after Russian forces attacked Ukraine, says she is ‘ready to fight’ despite being frightened https://reut.rs/3HS4TEh"
1,Reuters,7-Mar,Explainer: Russia could work around SWIFT ban but with high costs http://reut.rs/3hOcYPC
1,Reuters,7-Mar,"Britain sets out 'dirty money' crackdown, wants to hobble Russia's Putin http://reut.rs/35EDCIr"
1,Reuters,7-Mar,Global bank stocks decline as more firms cut Russia ties http://reut.rs/3CAyDol
1,Reuters,7-Mar,"Purpose, camaraderie and combat: Foreign fighters join Ukraine in the fight against Russia. "
1,Reuters,7-Mar,"U.S. Congress nearing deal to aid Ukraine, fund government http://reut.rs/3pHMGmM"
1,Reuters,7-Mar,"A small group of international firms are staying put in Russia, including Uniqlo, McDonald’s and Pepsi, even as others sever ties with the country over its invasion of Ukraine https://reut.rs/3IT5abh"
1,Reuters,7-Mar,Moscow said it would let residents of Ukraine's two main cities flee in corridors to Russia and Belarus. Russia's announcement of ‘humanitarian corridors’ comes after two days of failed ceasefires to allow civilians to escape the besieged city of Mariupol https://reut.rs/3vLCahW
1,Reuters,7-Mar,Accountants EY and Deloitte sever ties with Russia http://reut.rs/34kky1k
1,Reuters,7-Mar,"CERAWEEK Ukraine crisis is a 'defining moment' for the century, U.S. climate czar Kerry says http://reut.rs/3hJ7jdT"
1,Reuters,7-Mar,Moscow says it will let Ukrainian civilians flee — to Russia http://reut.rs/3sNUvZL
1,Reuters,7-Mar,What would a U.S. ban on Russian oil mean for the world? http://reut.rs/35BDglG
1,Reuters,7-Mar,Putin has deployed nearly 100% of pre-staged forces into Ukraine- U.S. official http://reut.rs/3hK8Pw2
1,Reuters,7-Mar,Ukrainian minister puts war damage to infrastructure at about $10 billion http://reut.rs/3tBizOW
1,Reuters,7-Mar,What would a U.S. ban on Russian oil mean for the world? http://reut.rs/3hO9UmM
1,Reuters,8-Mar,"U.S. officials have begun gathering information to help determine whether Russia has committed war crimes during its invasion of Ukraine, a spokesperson for the White House National Security Council said https://reut.rs/3J6Vnid"
1,Reuters,8-Mar,Residents of Ukraine's Irpin say time may be running out to get to safety http://reut.rs/3HUJBWy
1,Reuters,8-Mar,"President Joe Biden has not made a decision on banning Russian oil imports, White House Press Secretary Jen Psaki said. Watch:"
1,Reuters,8-Mar,U.S. lawmakers pressure Biden to help with transfer of European aircraft to Ukraine http://reut.rs/3tzU4Sk
1,Reuters,8-Mar,Prosus to write off $700 mln stake in Russia's VK Group http://reut.rs/3vRXnXP
1,Reuters,8-Mar,U.S. may act alone to ban Russian oil imports - sources http://reut.rs/3tz9l5P
1,Reuters,8-Mar,No inflation relief in sight for U.S. as impact of Ukraine war intensifies http://reut.rs/3pKqxnL
1,Reuters,8-Mar,Putin says will not use conscript soldiers in Ukraine http://reut.rs/3KqKhVe
1,Reuters,8-Mar,"Blinken, Israel's Lapid discuss Ukraine-Russia diplomacy, Iran nuclear talks http://reut.rs/3MujObe"
1,Reuters,8-Mar,"U.S. may act alone to ban Russian oil imports, sources say http://reut.rs/35EByAb"
1,Reuters,8-Mar,"‘We have a responsibility to ensure the conflict does not escalate and spread beyond Ukraine,’ NATO Secretary-General Jens Stoltenberg said vowed to ‘protect and defend every inch of all allied territory’"
1,Reuters,8-Mar,Watch the Senate hearing on Russia's invasion of Ukraine
1,Reuters,8-Mar,Soldiers in Ukraine's Odessa took time to buy friends and family flowers for International Women's Day even though life in the Black Sea port has been turned upside down https://reut.rs/3pNUvXS
1,Reuters,8-Mar,Starbucks suspending all business activity in Russia http://reut.rs/3vPFhp3
1,Reuters,8-Mar,Russia proposes nationalising foreign-owned factories that shut operations http://reut.rs/3hSictI
1,Reuters,8-Mar,"China appears to have been unsettled by the difficulties Russia has faced since its invasion of Ukraine, but Chinese President Xi Jinping's determination with regard to Taiwan should not be underestimated, CIA director William Burns said https://reut.rs/3MB26mo"
1,Reuters,8-Mar,U.S. spy chiefs say Putin may escalate despite Ukraine setbacks http://reut.rs/3CtIKej
1,Reuters,8-Mar,"Fitch cuts Russia's rating further into junk, says debt default imminent http://reut.rs/3hO6ws7"
1,Reuters,8-Mar,"Ukrainian President Volodymyr Zelenskiy told British lawmakers that the question facing his country was 'to be, or not to be' after Russia's invasion and he repeated his calls for more help including tougher sanctions against Moscow https://reut.rs/3CnkL0s"
1,Reuters,8-Mar,Factbox: U.S. imports of Russian oil and refined products http://reut.rs/360Yw4r
1,Reuters,8-Mar,"In his strongest statement to date on the conflict, Chinese President Xi Jinping called for ‘maximum restraint’ in Ukraine and said China is ‘pained to see the flames of war reignited in Europe’ https://reut.rs/3sSaGFy"
1,Reuters,8-Mar,"Outgoing U.N. climate chief Patricia Espinosa calls for global attention to the escalating climate crisis, saying energy security concerns brought on by Russia’s invasion of Ukraine could hasten countries toward clean energy https://reut.rs/35EJRfi"
1,Reuters,8-Mar,"Chinese President Xi Jinping called for 'maximum restraint' in Ukraine and said China is 'pained to see the flames of war reignited in Europe,' state media reported, in his strongest statement to date on the conflict https://reut.rs/3hQxbED"
1,Reuters,8-Mar,"U.S. President Joe Biden announced a ban on Russian oil and other energy imports in retaliation for the invasion of Ukraine, underscoring strong bipartisan support for a move that he acknowledged would drive up U.S. energy prices https://reut.rs/3sSxrco"
1,Reuters,8-Mar,Ukraine says child died alone from dehydration in besieged Mariupol http://reut.rs/3vQuziq
1,Reuters,8-Mar,Ukraine's Zelenskiy given standing ovation from British parliament http://reut.rs/3MzLzz9
1,Reuters,8-Mar,"Ukraine will service debt on time and in full despite Russian invasion, government says http://reut.rs/35Wygbg"
1,Reuters,8-Mar,Retail gasoline prices in the United States surged to an all-time record and prices are expected to keep rising as President Joe Biden announced a ban on Russian oil and other energy imports in retaliation for the invasion of Ukraine https://reut.rs/3IOSVwt
1,Reuters,8-Mar,Civilian evacuations began from some of Ukraine’s besieged areas amid renewed efforts to create safe routes from cities being bombarded by Russian forces https://reut.rs/3sRT5O0
1,Reuters,8-Mar,Russian families fall out over clashing views of war in Ukraine http://reut.rs/3hP9igz
1,Reuters,8-Mar,The Ukraine crisis has created panic in international energy markets. Moneta’s Aoifinn Devitt explains why she thinks the current spike in oil prices is similar to the consumer rush for toilet paper at the beginning of the pandemic
1,Reuters,8-Mar,"Coca-Cola, PepsiCo suspend soda sales in Russia http://reut.rs/3CxLkQz"
1,Reuters,8-Mar,Ukrainians boarded buses to flee the besieged northeastern city of Sumy through ‘humanitarian corridors’ agreed with Russia https://reut.rs/3CoME8g
1,Reuters,8-Mar,Russia to keep stock market trading largely suspended on Wednesday http://reut.rs/3Cqejpj
1,Reuters,8-Mar,"Britain, France, Germany call on Russia not to add conditions in Iran deal http://reut.rs/3CsxFKo"
1,Reuters,8-Mar,"As the Ukraine conflict escalates, Europeans are feeling the pinch as fuel and food prices continue to rise https://reut.rs/35EFS2k"
1,Reuters,8-Mar,"Russia, Belarus should be barred from hosting international sports events - U.S. allies http://reut.rs/3MwRi8V"
1,Reuters,8-Mar,"Poland's decision to put all its MiG-29 fighter jets at the disposal of the U.S. was 'a surprise move' by Warsaw, the State Department's No. 3 diplomat said, after Ukraine asked European countries to provide aircraft to help it fight Russia's invasion https://reut.rs/3hWCF0p"
1,Reuters,8-Mar,Wall St ends down in rocky session as U.S. bans Russian oil imports http://reut.rs/3pNGKIK
1,Reuters,8-Mar,Russian families fall out over clashing views of war in Ukraine http://reut.rs/3IVWfpE
1,Reuters,8-Mar,Canada's MDA providing Ukraine with satellite imagery to fight Russia http://reut.rs/3Cu0erc
1,Reuters,8-Mar,L'Oreal temporarily shuts stores in Russia and condemns the war http://reut.rs/3HOiD2Z
1,Reuters,8-Mar,NATO says Russia's war must not escalate beyond Ukraine http://reut.rs/3vLROtP
1,Reuters,8-Mar,"A dual national of the United States and Russia, Elena Branson, has been charged with acting illegally as an agent of the Russian government, federal prosecutors in Manhattan said https://reut.rs/3vQlbuU"
1,Reuters,8-Mar,"Oil prices settled around 4% higher as the U.S. banned Russian oil imports and Britain said it will phase them out by year end, decisions expected to further disrupt the global energy market where Russia is the second-largest exporter of crude https://reut.rs/35FoYk8"
1,Reuters,8-Mar,"President Joe Biden's ban on American imports of Russian oil and other energy products does not include a ban on imports of uranium for nuclear power plants, a source familiar with the matter said https://reut.rs/363KxuE"
1,Reuters,9-Mar,"China unsettled by Ukraine, but don't underestimate Xi's Taiwan resolve -CIA head http://reut.rs/3IXRyvr"
1,Reuters,9-Mar,What a business sticking with Russia ought to mean http://reut.rs/3Ct3mne
1,Reuters,9-Mar,"Biden bans Russia oil imports to U.S., warns gasoline to rise further http://reut.rs/3hSp2zE"
1,Reuters,9-Mar,EU rolls out plan to cut Russia gas dependency this year http://reut.rs/3hS5bAk
1,Reuters,9-Mar,U.S. surprised at Poland's decision to give it fighter jets for Ukraine http://reut.rs/37jiF6t
1,Reuters,9-Mar,"U.S. Congress edges toward Ukraine aid, government funding bill http://reut.rs/3HNXshq"
1,Reuters,9-Mar,"As millions flee fighting in Ukraine, experts warn that countries receiving refugees will struggle to care for those with cancer and other diseases https://reut.rs/35Hm26z"
1,Reuters,9-Mar,Britain to phase out Russian oil imports by end of 2022 http://reut.rs/3vQnRso
1,Reuters,9-Mar,"McDonald's, PepsiCo, Coca-Cola and Starbucks stopped sales of their best-known products in Russia, offering a united rebuke of the war on Ukraine by companies that define America for much of the world https://reut.rs/3hOdFZd"
1,Reuters,9-Mar,"McDonald's, icon of post-Soviet era, to close all restaurants in Russia http://reut.rs/3sTYS5I"
1,Reuters,9-Mar,"As the conflict in Syria marks its 11th anniversary next week, Syrians who lost family, friends and their homes in Russian-backed offensives say news from Ukraine evokes memories of a conflict that destroyed much of their country in the last decade https://reut.rs/3I1Pt0e"
1,Reuters,9-Mar,Iran nuclear talks stumble over unresolved Russia demands http://reut.rs/3Csjfdx
1,Reuters,9-Mar,"Democrats drop COVID-19 funds from U.S. House bill to aid Ukraine, fund gov't http://reut.rs/3J0SlMi"
1,Reuters,9-Mar,Russia faces deepening isolation and economic turmoil as it continues to be hit with an array of sanctions that effectively cut off Moscow’s major financial institutions from Western markets.
1,Reuters,9-Mar,Russia delegation at peace talks with Ukraine will not concede anything -RIA agency http://reut.rs/3tIxff1
1,Reuters,9-Mar,Russia's "Z" campaign drums up support for 'operation' in Ukraine http://reut.rs/3sWRXZx
1,Reuters,9-Mar,White House briefing as Russia accuses the U.S. of waging 'economic war.'
1,Reuters,9-Mar,Russia may be using unguided 'dumb' bombs in Ukraine war -U.S.  official http://reut.rs/3pUZhmv
1,Reuters,9-Mar,"The Ukrainian government is preparing for the potential need to move its data and servers abroad if Russia's invading forces push deeper into the country, a senior cybersecurity official tells "
1,Reuters,9-Mar,Explainer: Fighter jets to Ukraine a step too far for NATO wary of war with Russia http://reut.rs/3MFtfoc
1,Reuters,9-Mar,"WARNING: GRAPHIC CONTENT - Ukraine accuses Russia of bombing a children's hospital in Mariupol during an agreed ceasefire, releases video footage https://reut.rs/3hWrLIm"
1,Reuters,9-Mar,Russians abroad are feeling the squeeze from economic sanctions imposed on Moscow following the invasion of Ukraine https://reut.rs/3hXMgUI
1,Reuters,9-Mar,Makers of household goods ranging from diapers to cookies are the next firms to feel pressure to quit Russia https://reut.rs/3KspjFB
1,Reuters,9-Mar,McDonald's says Russia store closures to cost $50 mln per month http://reut.rs/3I1lGom
1,Reuters,9-Mar,"Putin rejected every U.S. off-ramp in Ukraine conflict, Blinken says http://reut.rs/3KBzTdD"
1,Reuters,9-Mar,"Many expected Kyiv to quickly fall in the early days of the war. But more than two weeks into the Russian invasion, Moscow's military missteps and tenacious Ukrainian resistance has kept the capitol from changing hands https://reut.rs/3HXFSHT"
1,Reuters,9-Mar,"Nestle, tobacco groups latest companies to pull back from Russia http://reut.rs/3IZYI2o"
1,Reuters,9-Mar,A young girl entertained people in a bomb shelter in Ukraine by singing the hit song ‘Let it Go’ from the Disney film ‘Frozen’ https://reut.rs/3CvDpn1
1,Reuters,9-Mar,U.N. nuclear watchdog chief heading to Turkey site of Russia-Ukraine meeting http://reut.rs/3qeEKtx
1,Reuters,9-Mar,U.N. nuclear watchdog loses touch with monitoring equipment at Ukraine power plant http://reut.rs/3vSqxWA
1,Reuters,9-Mar,"Russia's defense ministry acknowledged that some conscripts were taking part in the conflict with Ukraine after President Vladimir Putin denied this on various occasions, saying only professional soldiers and officers had been sent in https://reut.rs/3MC7vd3"
1,Reuters,9-Mar,Nestle suspends capital investment in Russia http://reut.rs/3tCIt4E
1,Reuters,9-Mar,Factbox: Global law firms in Russia react to Ukraine invasion http://reut.rs/3HRzCkU
1,Reuters,9-Mar,U.S. says ties with Poland still strong despite Ukraine plane flap http://reut.rs/3J12Lvo
1,Reuters,9-Mar,"The U.N. nuclear watchdog's systems monitoring nuclear material at the Zaporizhzhia nuclear power plant in Ukraine have stopped transmitting data to its headquarters, it said a day after it reported the same interruption at Chernobyl https://reut.rs/3I2l9CG"
1,Reuters,9-Mar,"Germany won't send warplanes to Ukraine, eyes energy cooperation with Canada http://reut.rs/35EwBaH"
1,Reuters,9-Mar,"Explainer: Ousting Russia from WTO, IMF would mark end of an era http://reut.rs/3Ktb5nZ"
1,Reuters,9-Mar,"Russia, Belarus squarely in 'default territory' on billions in debt -World Bank http://reut.rs/3sTmCaa"
1,Reuters,9-Mar,"Russia acknowledges conscripts were part of Ukraine operation, some are POWs http://reut.rs/3HXryiy"
1,Reuters,9-Mar,"Ukraine evacuated more than 40,000 people in one day on Wednesday but struggled to get civilians away from conflict zones around the cities of Kyiv, Kharkiv and Mariupol, a Ukrainian official said https://reut.rs/3pSgpJE"
1,Reuters,10-Mar,"Russia, Belarus squarely in 'default territory' on billions in debt -World Bank http://reut.rs/3hS4HKC"
1,Reuters,10-Mar,Top Vatican official says reported bombing of Ukraine children's hospital 'unacceptable' http://reut.rs/3KwQbEp
1,Reuters,10-Mar,Russia's Lavrov arrives in Turkey for talks with Ukraine counterpart http://reut.rs/3tID2S2
1,Reuters,10-Mar,"The United States closed the door on supplying combat aircraft to Ukraine, saying that the intelligence community assessed it would be a 'high risk' move that could be mistaken by Russia as an escalatory step https://reut.rs/36amoTi"
1,Reuters,10-Mar,Russia may be using unguided 'dumb' bombs in Ukraine war -U.S.  official http://reut.rs/3MyXpd3
1,Reuters,10-Mar,EXCLUSIVE Ukraine prepares potential move of sensitive data to another country -official http://reut.rs/367K6za
1,Reuters,10-Mar,"Ukraine says 1,170 civilians have been killed in Mariupol since Russian invasion http://reut.rs/376MhDK"
1,Reuters,10-Mar,Russia moves towards nationalising assets of firms that leave - ruling party http://reut.rs/3MABEt7
1,Reuters,10-Mar,"Time to get tougher with Russia's Putin, Britain tells West http://reut.rs/3pOwlfN"
1,Reuters,10-Mar,Huawei UK's British board members resign over Russia-Ukraine stance http://reut.rs/364GcqO
1,Reuters,10-Mar,"President Vladimir Putin said that sanctions imposed against Russia would rebound against the West, including in the form of higher food and energy prices, and Moscow would solve its problems and emerge stronger https://reut.rs/3pUqJkx"
1,Reuters,10-Mar,"Exclusive: Canada is studying ways to increase pipeline utilization to boost crude exports to the U.S., with the aim of helping European countries that phase out imports of Russian oil, the Canadian Natural Resources Minister Jonathan Wilkinson said https://reut.rs/3i03O2C"
1,Reuters,10-Mar,Press Secretary Jen Psaki said the Biden administration continues to assess the risk of possible biological and chemical weapons in Ukraine. Watch the White House briefing:
1,Reuters,10-Mar,Goldman Sachs becomes first U.S. bank to quit Russia http://reut.rs/3tJ5bZb
1,Reuters,10-Mar,"Russia shows 'reckless disregard' for Ukraine civilians, U.S. spy chiefs say http://reut.rs/3vYlgwK"
1,Reuters,10-Mar,"Ukrainian civilians are supporting troops as they try to repel Russia's advance, including through civil defense units and independent militia across the country. "
1,Reuters,10-Mar,Ukrainian Foreign Minister Dmytro Kuleba said no progress was made on achieving a ceasefire in Ukraine during talks with his Russian counterpart Sergei Lavrov https://reut.rs/3KsT6hk
1,Reuters,10-Mar,"Russia may refuse to return hundreds of airliners rented from foreign firms, potentially sparking new chaos for the battered air travel industry https://reut.rs/3pQOx8U"
1,Reuters,10-Mar,Goldman quits Russia while Europe's banks reveal billions worth of exposures http://reut.rs/3KqpLnQ
